"tick","total_believers","total_fact_checkers","total_susceptibles","influencer_believers","influencer_fact_checkers","influencer_susceptibles","scholar_believers","scholar_fact_checkers","scholar_susceptibles","normal_believers","normal_fact_checkers","normal_susceptibles","run_id"
42.5,1820,1601,618,6,29,5,37,398,53,1580,968,560,5
43.5,1875,1587,577,5,26,9,46,388,54,1627,967,514,5
44.5,1888,1564,587,4,28,8,43,394,51,1644,936,528,5
45.5,1861,1582,596,6,31,3,38,387,63,1620,958,530,5
46.5,1848,1580,611,6,30,4,41,379,68,1604,965,539,5
47.5,1866,1594,579,7,30,3,50,376,62,1612,982,514,5
48.5,1853,1602,584,7,32,1,42,381,65,1607,983,518,5
49.5,1853,1611,575,7,30,3,42,384,62,1607,991,510,5
50.5,1855,1598,586,5,29,6,44,386,58,1609,977,522,5
51.5,1850,1637,552,6,28,6,38,391,59,1609,1012,487,5
52.5,1815,1642,582,3,34,3,32,390,66,1583,1012,513,5
53.5,1817,1661,561,3,34,3,29,389,70,1588,1032,488,5
54.5,1803,1655,581,2,34,4,30,389,69,1574,1026,508,5
55.5,1809,1692,538,2,34,4,28,398,62,1582,1054,472,5
56.5,1774,1685,580,3,33,4,30,395,63,1544,1051,513,5
57.5,1763,1674,602,2,34,4,31,400,57,1533,1034,541,5
58.5,1783,1680,576,2,31,7,27,412,49,1557,1031,520,5
59.5,1769,1693,577,2,30,8,28,411,49,1542,1046,520,5
60.5,1799,1671,569,3,30,7,33,406,49,1566,1029,513,5
61.5,1786,1661,592,4,32,4,27,405,56,1558,1018,532,5
62.5,1834,1634,571,5,31,4,34,402,52,1598,995,515,5
63.5,1852,1631,556,7,30,3,30,408,50,1618,987,503,5
64.5,1863,1625,551,7,31,2,29,413,46,1630,975,503,5
65.5,1827,1637,575,4,32,4,25,414,49,1601,985,522,5
66.5,1822,1648,569,4,32,4,16,409,63,1605,1001,502,5
67.5,1791,1656,592,1,33,6,18,415,55,1575,1002,531,5
68.5,1806,1638,595,1,35,4,20,410,58,1588,987,533,5
69.5,1791,1607,641,3,35,2,17,396,75,1574,970,564,5
70.5,1808,1595,636,4,33,3,23,406,59,1584,950,574,5
71.5,1845,1582,612,4,32,4,23,403,62,1621,941,546,5
72.5,1862,1584,593,5,30,5,26,403,59,1634,945,529,5
73.5,1863,1559,617,3,30,7,26,394,68,1637,929,542,5
74.5,1886,1576,577,5,34,1,26,385,77,1658,951,499,5
75.5,1874,1568,597,4,36,0,28,397,63,1645,929,534,5
76.5,1857,1564,618,1,35,4,26,401,61,1633,922,553,5
77.5,1853,1606,580,3,34,3,24,400,64,1629,966,513,5
78.5,1848,1643,548,2,33,5,23,403,62,1626,1001,481,5
79.5,1848,1623,568,1,35,4,27,398,63,1623,984,501,5
80.5,1844,1615,580,0,35,5,33,399,56,1614,975,519,5
81.5,1829,1624,586,2,32,6,37,398,53,1593,988,527,5
82.5,1845,1614,580,1,33,6,40,387,61,1607,988,513,5
83.5,1851,1625,563,3,34,3,37,387,64,1614,998,496,5
84.5,1795,1627,617,3,33,4,32,402,54,1563,986,559,5
85.5,1789,1615,635,4,31,5,33,391,64,1555,987,566,5
86.5,1863,1613,563,4,30,6,37,401,50,1625,976,507,5
87.5,1828,1602,609,4,33,3,26,393,69,1601,970,537,5
88.5,1833,1587,619,5,33,2,26,397,65,1605,951,552,5
89.5,1810,1581,648,3,33,4,32,376,80,1578,966,564,5
90.5,1832,1566,641,3,31,6,37,374,77,1595,955,558,5
91.5,1837,1550,652,4,30,6,41,368,79,1595,946,567,5
92.5,1853,1575,611,4,29,7,42,375,71,1610,965,533,5
93.5,1861,1590,588,4,28,8,42,378,68,1618,978,512,5
94.5,1868,1596,575,9,29,2,45,381,62,1617,980,511,5
95.5,1836,1601,602,5,34,1,45,384,59,1589,977,542,5
96.5,1848,1621,570,4,34,2,37,393,58,1610,988,510,5
97.5,1832,1644,563,3,36,1,43,402,43,1589,1000,519,5
98.5,1842,1649,548,4,35,1,36,392,60,1605,1016,487,5
99.5,1808,1696,535,5,34,1,30,397,61,1576,1059,473,5
100.5,1780,1698,561,4,33,3,25,410,53,1554,1049,505,5
101.5,1784,1711,544,3,34,3,26,419,43,1558,1052,498,5
102.5,1779,1694,566,4,33,3,26,403,59,1552,1052,504,5
103.5,1774,1683,582,5,30,5,25,393,70,1547,1054,507,5
104.5,1769,1673,597,6,29,5,33,398,57,1533,1040,535,5
105.5,1784,1661,594,6,30,4,38,395,55,1543,1030,535,5
106.5,1789,1634,616,7,32,1,33,388,67,1552,1008,548,5
107.5,1792,1651,596,6,33,1,30,398,60,1559,1014,535,5
108.5,1813,1633,593,6,33,1,33,391,64,1577,1003,528,5
109.5,1802,1631,606,6,33,1,32,396,60,1567,996,545,5
110.5,1795,1623,621,5,33,2,29,392,67,1564,992,552,5
111.5,1792,1651,596,5,33,2,25,408,55,1565,1004,539,5
112.5,1831,1646,562,6,31,3,25,410,53,1603,999,506,5
113.5,1867,1644,528,5,30,5,25,406,57,1640,1002,466,5
114.5,1839,1647,553,6,31,3,28,406,54,1608,1004,496,5
115.5,1813,1633,593,5,33,2,24,412,52,1587,982,539,5
116.5,1832,1610,597,5,33,2,24,404,60,1606,967,535,5
117.5,1875,1625,539,5,34,1,28,405,55,1645,980,483,5
118.5,1841,1644,554,5,33,2,32,398,58,1607,1007,494,5
119.5,1851,1648,540,4,34,2,33,394,61,1617,1014,477,5
120.5,1839,1671,529,3,34,3,35,391,62,1604,1040,464,5
121.5,1822,1684,533,3,32,5,32,404,52,1590,1042,476,5
122.5,1809,1685,545,2,32,6,34,405,49,1576,1042,490,5
123.5,1777,1653,609,3,30,7,31,390,67,1546,1027,535,5
124.5,1798,1610,631,3,30,7,41,378,69,1557,996,555,5
125.5,1826,1611,602,5,30,5,53,372,63,1571,1003,534,5
126.5,1824,1633,582,3,32,5,53,372,63,1571,1023,514,5
127.5,1858,1644,537,5,32,3,58,395,35,1598,1011,499,5
128.5,1878,1652,509,5,30,5,48,395,45,1628,1021,459,5
129.5,1843,1659,537,5,29,6,45,400,43,1596,1024,488,5
130.5,1830,1664,545,5,27,8,36,409,43,1592,1022,494,5
131.5,1799,1675,565,6,28,6,29,421,38,1567,1020,521,5
132.5,1766,1639,634,9,29,2,21,407,60,1539,997,572,5
133.5,1823,1626,590,6,29,5,25,409,54,1595,982,531,5
134.5,1839,1600,600,7,26,7,23,411,54,1612,957,539,5
135.5,1846,1607,586,8,28,4,21,402,65,1620,971,517,5
136.5,1840,1616,583,9,28,3,22,404,62,1612,978,518,5
137.5,1844,1629,566,6,30,4,26,398,64,1615,995,498,5
138.5,1836,1610,593,2,33,5,35,384,69,1602,987,519,5
139.5,1835,1630,574,2,30,8,41,394,53,1595,1000,513,5
140.5,1808,1651,580,2,26,12,33,398,57,1576,1021,511,5
141.5,1817,1656,566,9,27,4,43,389,56,1568,1034,506,5
142.5,1811,1628,600,9,30,1,45,378,65,1560,1014,534,5
143.5,1841,1609,589,8,30,2,51,374,63,1585,999,524,5
144.5,1866,1606,567,7,32,1,55,370,63,1607,998,503,5
145.5,1835,1623,581,8,30,2,59,376,53,1571,1011,526,5
146.5,1829,1642,568,8,29,3,53,381,54,1571,1026,511,5
147.5,1840,1646,553,8,28,4,49,394,45,1586,1018,504,5
148.5,1833,1649,557,7,30,3,53,376,59,1576,1037,495,5
149.5,1838,1636,565,7,30,3,62,373,53,1572,1027,509,5
150.5,1822,1635,582,8,27,5,58,379,51,1559,1023,526,5
151.5,1812,1621,606,9,28,3,52,378,58,1554,1009,545,5
152.5,1836,1619,584,6,27,7,48,370,70,1585,1016,507,5
153.5,1847,1607,585,7,28,5,46,370,72,1597,1003,508,5
154.5,1846,1576,617,5,31,4,43,377,68,1601,962,545,5
155.5,1840,1584,615,2,33,5,44,385,59,1597,960,551,5
156.5,1827,1589,623,3,32,5,47,383,58,1580,968,560,5
157.5,1859,1588,592,4,31,5,46,391,51,1612,960,536,5
158.5,1868,1594,577,6,31,3,43,392,53,1622,965,521,5
159.5,1855,1589,595,6,30,4,40,402,46,1612,951,545,5
160.5,1839,1583,617,7,28,5,38,401,49,1597,948,563,5
161.5,1864,1559,616,7,31,2,32,391,65,1628,931,549,5
162.5,1841,1577,621,8,29,3,33,389,66,1603,953,552,5
163.5,1834,1571,634,9,28,3,40,392,56,1588,945,575,5
164.5,1854,1572,613,8,28,4,41,390,57,1608,948,552,5
165.5,1890,1586,563,9,28,3,39,397,52,1645,955,508,5
166.5,1853,1595,591,7,31,2,36,403,49,1613,955,540,5
167.5,1890,1595,554,8,31,1,27,407,54,1658,951,499,5
168,1882,1613,544,6,30,4,26,417,45,1653,960,495,5
