"tick","total_believers","total_fact_checkers","total_susceptibles","influencer_believers","influencer_fact_checkers","influencer_susceptibles","scholar_believers","scholar_fact_checkers","scholar_susceptibles","normal_believers","normal_fact_checkers","normal_susceptibles","run_id"
34.5,1860,1581,598,3,34,3,25,407,56,1628,941,539,9
35.5,1844,1581,614,2,36,2,20,403,65,1618,943,547,9
36.5,1866,1606,567,2,38,0,21,402,65,1639,967,502,9
37.5,1861,1610,568,2,38,0,17,405,66,1638,968,502,9
38.5,1825,1620,594,2,38,0,17,406,65,1602,977,529,9
39.5,1818,1621,600,2,38,0,19,401,68,1593,983,532,9
40.5,1843,1612,584,1,37,2,28,400,60,1610,976,522,9
41.5,1832,1617,590,0,36,4,30,391,67,1598,991,519,9
42.5,1839,1631,569,3,35,2,34,390,64,1598,1007,503,9
43.5,1828,1618,593,4,34,2,31,389,68,1589,996,523,9
44.5,1830,1607,602,3,31,6,36,388,64,1587,989,532,9
45.5,1870,1623,546,4,31,5,38,394,56,1624,999,485,9
46.5,1891,1592,556,4,32,4,46,379,63,1637,982,489,9
47.5,1899,1600,540,4,31,5,47,387,54,1644,983,481,9
48.5,1869,1613,557,6,32,2,46,393,49,1613,989,506,9
49.5,1881,1620,538,7,29,4,42,399,47,1628,993,487,9
50.5,1823,1605,611,6,30,4,36,395,57,1577,981,550,9
51.5,1844,1596,599,6,29,5,29,400,59,1605,968,535,9
52.5,1836,1562,641,5,28,7,33,394,61,1594,941,573,9
53.5,1881,1606,552,3,32,5,30,402,56,1644,973,491,9
54.5,1840,1572,627,6,28,6,28,400,60,1602,945,561,9
55.5,1829,1587,623,6,32,2,27,392,69,1592,964,552,9
56.5,1822,1610,607,5,32,3,29,388,71,1584,991,533,9
57.5,1860,1608,571,6,30,4,34,390,64,1616,989,503,9
58.5,1861,1591,587,7,30,3,32,387,69,1618,975,515,9
59.5,1863,1607,569,6,33,1,40,389,59,1613,986,509,9
60.5,1841,1631,567,4,34,2,36,396,56,1597,1002,509,9
61.5,1819,1669,551,1,34,5,28,405,55,1586,1031,491,9
62.5,1787,1682,570,2,33,5,27,404,57,1554,1046,508,9
63.5,1775,1668,596,1,32,7,29,394,65,1541,1043,524,9
64.5,1768,1651,620,1,30,9,30,398,60,1533,1024,551,9
65.5,1799,1655,585,1,29,10,28,396,64,1566,1031,511,9
66.5,1773,1653,613,3,32,5,24,404,60,1542,1018,548,9
67.5,1793,1650,596,2,33,5,26,402,60,1561,1016,531,9
68.5,1804,1655,580,3,34,3,26,404,58,1571,1018,519,9
69.5,1830,1640,569,3,34,3,31,402,55,1592,1005,511,9
70.5,1794,1658,587,4,31,5,32,398,58,1554,1030,524,9
71.5,1807,1646,586,4,31,5,35,394,59,1564,1022,522,9
72.5,1820,1627,592,4,31,5,29,396,63,1583,1001,524,9
73.5,1830,1623,586,2,33,5,33,406,49,1591,985,532,9
74.5,1871,1623,545,3,32,5,33,406,49,1631,986,491,9
75.5,1828,1628,583,4,32,4,27,411,50,1593,986,529,9
76.5,1822,1627,590,6,31,3,24,403,61,1588,994,526,9
77.5,1811,1641,587,4,32,4,23,414,51,1580,996,532,9
78.5,1810,1652,577,6,29,5,19,416,53,1581,1008,519,9
79.5,1828,1642,569,5,32,3,21,413,54,1598,998,512,9
80.5,1797,1656,586,5,31,4,21,406,61,1567,1020,521,9
81.5,1818,1659,562,4,31,5,24,401,63,1586,1028,494,9
82.5,1812,1651,576,5,30,5,27,393,68,1576,1029,503,9
83.5,1833,1633,573,6,33,1,35,385,68,1588,1016,504,9
84.5,1807,1652,580,4,34,2,34,389,65,1565,1030,513,9
85.5,1827,1631,581,3,35,2,43,382,63,1577,1015,516,9
86.5,1881,1626,532,4,34,2,46,379,63,1627,1014,467,9
87.5,1857,1604,578,4,33,3,46,370,72,1603,1002,503,9
88.5,1830,1623,586,5,34,1,49,377,62,1572,1013,523,9
89.5,1846,1610,583,5,34,1,46,374,68,1591,1003,514,9
90.5,1823,1621,595,3,35,2,48,380,60,1568,1007,533,9
91.5,1838,1636,565,1,36,3,44,374,70,1589,1027,492,9
92.5,1806,1648,585,1,35,4,44,391,53,1557,1023,528,9
93.5,1818,1639,582,3,32,5,37,397,54,1574,1011,523,9
94.5,1811,1642,586,4,34,2,39,400,49,1564,1009,535,9
95.5,1805,1637,597,5,33,2,44,389,55,1552,1016,540,9
96.5,1804,1638,597,5,33,2,38,385,65,1557,1021,530,9
97.5,1828,1657,554,5,32,3,41,391,56,1578,1035,495,9
98.5,1784,1659,596,4,32,4,39,392,57,1537,1036,535,9
99.5,1824,1637,578,4,30,6,36,392,60,1580,1016,512,9
100.5,1852,1639,548,4,28,8,32,405,51,1612,1007,489,9
101.5,1850,1639,550,5,25,10,30,415,43,1611,1000,497,9
102.5,1832,1632,575,8,27,5,29,401,58,1591,1005,512,9
103.5,1845,1636,558,7,29,4,24,395,69,1610,1013,485,9
104.5,1862,1655,522,4,32,4,25,411,52,1629,1013,466,9
105.5,1834,1648,557,3,30,7,24,412,52,1603,1007,498,9
106.5,1807,1638,594,4,32,4,22,399,67,1577,1008,523,9
107.5,1803,1623,613,5,31,4,22,399,67,1572,994,542,9
108.5,1857,1645,537,5,31,4,22,413,53,1626,1002,480,9
109.5,1821,1651,567,6,31,3,21,406,61,1590,1015,503,9
110.5,1799,1652,588,4,32,4,22,411,55,1569,1010,529,9
111.5,1827,1655,557,5,33,2,25,404,59,1593,1019,496,9
112.5,1819,1623,597,6,32,2,25,389,74,1584,1003,521,9
113.5,1831,1587,621,5,32,3,37,380,71,1585,976,547,9
114.5,1843,1595,601,6,32,2,40,390,58,1593,974,541,9
115.5,1884,1609,546,5,31,4,38,384,66,1637,995,476,9
116.5,1904,1612,523,4,31,5,45,385,58,1651,997,460,9
117.5,1871,1626,542,4,31,5,44,384,60,1619,1012,477,9
118.5,1828,1623,588,3,33,4,46,383,59,1575,1008,525,9
119.5,1830,1618,591,2,32,6,43,379,66,1581,1008,519,9
120.5,1827,1611,601,4,32,4,43,386,59,1576,994,538,9
121.5,1805,1624,610,4,32,4,44,386,58,1553,1007,548,9
122.5,1816,1640,583,4,32,4,42,385,61,1566,1024,518,9
123.5,1793,1627,619,5,30,5,43,384,61,1541,1014,553,9
124.5,1820,1626,593,4,31,5,46,385,57,1566,1011,531,9
125.5,1838,1645,556,1,36,3,35,397,56,1598,1013,497,9
126.5,1808,1633,598,3,34,3,38,383,67,1563,1017,528,9
127.5,1784,1615,640,3,36,1,34,386,68,1543,994,571,9
128.5,1820,1579,640,3,36,1,37,387,64,1576,957,575,9
129.5,1849,1572,618,3,35,2,32,402,54,1610,936,562,9
130.5,1869,1571,599,2,34,4,35,383,70,1628,955,525,9
131.5,1849,1598,592,2,35,3,37,380,71,1606,984,518,9
132.5,1857,1606,576,2,34,4,34,388,66,1617,985,506,9
133.5,1848,1602,589,1,34,5,48,386,54,1595,983,530,9
134.5,1885,1584,570,4,34,2,48,379,61,1629,972,507,9
135.5,1871,1572,596,4,35,1,54,379,55,1609,959,540,9
136.5,1890,1582,567,3,36,1,50,386,52,1633,961,514,9
137.5,1862,1599,578,2,34,4,40,403,45,1616,963,529,9
138.5,1864,1619,556,2,34,4,34,395,59,1624,991,493,9
139.5,1866,1625,548,2,35,3,39,389,60,1621,1002,485,9
140.5,1831,1636,572,1,32,7,30,404,54,1596,1001,511,9
141.5,1819,1658,562,1,34,5,27,411,50,1587,1014,507,9
142.5,1834,1638,567,0,35,5,23,403,62,1607,1001,500,9
143.5,1849,1601,589,0,35,5,32,396,60,1613,971,524,9
144.5,1877,1599,563,1,34,5,30,408,50,1642,958,508,9
145.5,1852,1590,597,4,33,3,31,403,54,1613,955,540,9
146.5,1858,1578,603,3,31,6,31,401,56,1620,947,541,9
147.5,1856,1577,606,5,30,5,39,404,45,1608,944,556,9
148.5,1874,1573,592,7,29,4,37,403,48,1626,942,540,9
149.5,1886,1571,582,7,27,6,34,409,45,1641,936,531,9
150.5,1875,1583,581,8,26,6,29,410,49,1634,948,526,9
151.5,1838,1618,583,5,27,8,22,418,48,1607,974,527,9
152.5,1831,1607,601,4,30,6,23,403,62,1600,975,533,9
153.5,1812,1591,636,4,32,4,23,390,75,1581,970,557,9
154.5,1849,1578,612,7,28,5,26,386,76,1612,965,531,9
155.5,1864,1583,592,8,27,5,23,393,72,1629,964,515,9
156.5,1848,1603,588,4,34,2,25,391,72,1615,979,514,9
157.5,1854,1615,570,2,36,2,30,396,62,1618,984,506,9
158.5,1850,1600,589,1,37,2,27,396,65,1618,968,522,9
159.5,1819,1618,602,1,36,3,27,409,52,1587,974,547,9
160.5,1849,1592,598,2,32,6,36,390,62,1607,971,530,9
161.5,1813,1622,604,1,35,4,27,401,60,1581,987,540,9
162.5,1823,1619,597,1,34,5,30,392,66,1588,994,526,9
163.5,1823,1623,593,1,35,4,29,386,73,1589,1003,516,9
164.5,1808,1622,609,1,35,4,27,394,67,1576,994,538,9
165.5,1821,1649,569,1,36,3,28,396,64,1588,1018,502,9
166.5,1790,1646,603,1,33,6,32,392,64,1553,1022,533,9
167.5,1782,1655,602,1,34,5,26,404,58,1551,1018,539,9
168,1816,1650,573,1,33,6,35,393,60,1576,1025,507,9
