"tick","total_believers","total_fact_checkers","total_susceptibles","influencer_believers","influencer_fact_checkers","influencer_susceptibles","scholar_believers","scholar_fact_checkers","scholar_susceptibles","normal_believers","normal_fact_checkers","normal_susceptibles","run_id"
92.5,2212,1395,432,10,25,5,15,434,39,1972,748,388,26
93.5,2243,1423,373,10,26,4,8,451,29,2010,758,340,26
94.5,2225,1418,396,8,27,5,5,452,31,1997,751,360,26
95.5,2243,1409,387,9,29,2,4,454,30,2015,738,355,26
96.5,2232,1423,384,7,29,4,5,449,34,2005,757,346,26
97.5,2232,1433,374,6,31,3,1,456,31,2010,758,340,26
98.5,2225,1431,383,7,33,0,1,448,39,2002,762,344,26
99.5,2226,1432,381,6,33,1,1,449,38,2004,762,342,26
100.5,2203,1444,392,3,35,2,2,447,39,1983,774,351,26
101.5,2208,1425,406,4,34,2,11,441,36,1978,762,368,26
102.5,2230,1434,375,4,34,2,10,434,44,2001,778,329,26
103.5,2213,1435,391,5,33,2,15,445,28,1978,769,361,26
104.5,2217,1418,404,4,32,4,13,429,46,1985,769,354,26
105.5,2216,1412,411,4,33,3,12,431,45,1985,760,363,26
106.5,2249,1398,392,6,29,5,9,437,42,2019,744,345,26
107.5,2281,1381,377,10,26,4,6,436,46,2050,731,327,26
108.5,2301,1367,371,12,23,5,8,437,43,2066,719,323,26
109.5,2273,1375,391,12,24,4,7,428,53,2039,735,334,26
110.5,2238,1377,424,13,25,2,9,440,39,2001,724,383,26
111.5,2257,1371,411,13,25,2,5,431,52,2024,727,357,26
112.5,2272,1360,407,9,23,8,4,444,40,2044,705,359,26
113.5,2309,1365,365,8,27,5,1,455,32,2085,695,328,26
114.5,2293,1359,387,10,27,3,2,449,37,2066,695,347,26
115.5,2291,1332,416,9,28,3,1,435,52,2066,681,361,26
116.5,2321,1342,376,10,27,3,1,442,45,2095,685,328,26
117.5,2260,1349,430,9,27,4,1,453,34,2035,681,392,26
118.5,2268,1353,418,7,27,6,1,450,37,2045,688,375,26
119.5,2301,1357,381,10,27,3,2,450,36,2074,692,342,26
120.5,2299,1363,377,9,26,5,2,457,29,2073,692,343,26
121.5,2292,1354,393,11,28,1,2,449,37,2064,689,355,26
122.5,2268,1354,417,7,32,1,5,443,40,2041,691,376,26
123.5,2281,1372,386,6,31,3,5,449,34,2055,704,349,26
124.5,2284,1368,387,7,30,3,7,442,39,2055,708,345,26
125.5,2261,1385,393,8,31,1,8,442,38,2030,724,354,26
126.5,2247,1399,393,7,32,1,4,444,40,2021,735,352,26
127.5,2249,1427,363,6,33,1,2,452,34,2026,754,328,26
128.5,2217,1421,401,5,33,2,2,456,30,1995,744,369,26
129.5,2234,1413,392,5,30,5,1,458,29,2013,737,358,26
130.5,2247,1386,406,6,31,3,2,439,47,2024,728,356,26
131.5,2236,1394,409,7,31,2,2,439,47,2012,736,360,26
132.5,2263,1408,368,6,33,1,1,448,39,2041,739,328,26
133.5,2252,1406,381,6,30,4,2,437,49,2029,751,328,26
134.5,2247,1423,369,5,32,3,3,450,35,2024,753,331,26
135.5,2300,1397,342,6,32,2,4,444,40,2075,733,300,26
136.5,2256,1406,377,5,29,6,4,444,40,2032,745,331,26
137.5,2240,1392,407,8,31,1,4,436,48,2013,737,358,26
138.5,2242,1398,399,8,32,0,3,446,39,2016,732,360,26
139.5,2269,1403,367,7,29,4,4,447,37,2043,739,326,26
140.5,2276,1407,356,8,31,1,3,452,33,2050,736,322,26
141.5,2249,1433,357,8,29,3,3,458,27,2023,758,327,26
142.5,2223,1415,401,8,29,3,4,439,45,1996,759,353,26
143.5,2206,1406,427,7,29,4,2,438,48,1982,751,375,26
144.5,2240,1394,405,9,29,2,2,449,37,2014,728,366,26
145.5,2233,1402,404,8,27,5,4,447,37,2006,740,362,26
146.5,2218,1402,419,9,28,3,6,432,50,1988,754,366,26
147.5,2284,1406,349,10,26,4,7,440,41,2052,752,304,26
148.5,2253,1412,374,10,27,3,7,445,36,2021,752,335,26
149.5,2241,1421,377,7,33,0,5,437,46,2014,763,331,26
150.5,2240,1439,360,6,34,0,5,448,35,2014,769,325,26
151.5,2210,1425,404,5,34,1,5,435,48,1985,768,355,26
152.5,2234,1433,372,4,35,1,4,446,38,2011,764,333,26
153.5,2220,1436,383,4,36,0,5,453,30,1996,759,353,26
154.5,2202,1437,400,3,36,1,6,453,29,1978,760,370,26
155.5,2251,1424,364,4,35,1,7,443,38,2025,758,325,26
156.5,2245,1422,372,5,33,2,3,450,35,2022,751,335,26
157.5,2276,1428,335,4,35,1,2,458,28,2055,747,306,26
158.5,2269,1419,351,3,36,1,2,452,34,2049,743,316,26
159.5,2265,1403,371,1,34,5,5,449,34,2044,732,332,26
160.5,2265,1390,384,4,33,3,6,440,42,2040,729,339,26
161.5,2249,1393,397,7,32,1,4,443,41,2023,730,355,26
162.5,2247,1383,409,6,32,2,6,445,37,2020,718,370,26
163.5,2259,1372,408,4,32,4,13,441,34,2027,711,370,26
164.5,2291,1378,370,7,32,1,13,437,38,2056,721,331,26
165.5,2275,1352,412,6,30,4,17,425,46,2037,709,362,26
166.5,2281,1357,401,7,31,2,22,434,32,2037,704,367,26
167.5,2298,1373,368,8,30,2,15,438,35,2060,717,331,26
168,2291,1370,378,8,29,3,8,446,34,2060,707,341,26
