"tick","total_believers","total_fact_checkers","total_susceptibles","influencer_believers","influencer_fact_checkers","influencer_susceptibles","scholar_believers","scholar_fact_checkers","scholar_susceptibles","normal_believers","normal_fact_checkers","normal_susceptibles","run_id"
29.5,2318,1343,378,10,28,2,8,437,43,2125,650,333,27
30.5,2357,1338,344,10,27,3,10,439,39,2162,644,302,27
31.5,2292,1330,417,9,27,4,7,426,55,2101,649,358,27
32.5,2266,1367,406,9,27,4,8,444,36,2074,668,366,27
33.5,2265,1356,418,8,26,6,10,441,37,2072,661,375,27
34.5,2272,1369,398,11,25,4,10,437,41,2076,679,353,27
35.5,2277,1369,393,11,26,3,6,435,47,2085,680,343,27
36.5,2279,1371,389,12,28,0,6,433,49,2086,682,340,27
37.5,2275,1392,372,12,26,2,1,451,36,2087,687,334,27
38.5,2222,1405,412,10,28,2,0,453,35,2037,696,375,27
39.5,2254,1405,380,9,28,3,0,453,35,2070,696,342,27
40.5,2261,1422,356,11,26,3,0,457,31,2075,711,322,27
41.5,2246,1409,384,11,27,2,1,445,42,2059,709,340,27
42.5,2215,1394,430,12,27,1,6,433,49,2022,706,380,27
43.5,2274,1389,376,10,28,2,12,440,36,2077,693,338,27
44.5,2285,1400,354,11,28,1,11,444,33,2088,700,320,27
45.5,2256,1381,402,10,28,2,11,443,34,2060,682,366,27
46.5,2254,1371,414,10,26,4,8,445,35,2061,672,375,27
47.5,2284,1384,371,13,24,3,8,442,38,2088,690,330,27
48.5,2264,1357,418,12,24,4,3,432,53,2074,673,361,27
49.5,2280,1388,371,14,24,2,3,454,31,2088,682,338,27
50.5,2284,1396,359,13,27,0,3,449,36,2093,692,323,27
51.5,2256,1373,410,10,29,1,3,442,43,2068,674,366,27
52.5,2268,1386,385,10,26,4,6,452,30,2077,680,351,27
53.5,2263,1373,403,12,25,3,6,448,34,2070,672,366,27
54.5,2310,1371,358,14,24,2,5,449,34,2116,670,322,27
55.5,2302,1371,366,12,25,3,3,452,33,2112,666,330,27
56.5,2293,1376,370,10,25,5,4,443,41,2104,680,324,27
57.5,2295,1371,373,11,27,2,8,444,36,2101,672,335,27
58.5,2301,1369,369,10,28,2,7,440,41,2109,673,326,27
59.5,2301,1381,357,10,26,4,3,456,29,2113,671,324,27
60.5,2267,1371,401,12,22,6,3,450,35,2077,671,360,27
61.5,2267,1374,398,12,25,3,2,446,40,2078,675,355,27
62.5,2272,1364,403,15,23,2,2,444,42,2080,669,359,27
63.5,2258,1391,390,15,24,1,2,451,35,2066,688,354,27
64.5,2225,1377,437,10,22,8,2,437,49,2038,690,380,27
65.5,2204,1406,429,16,23,1,1,448,39,2012,707,389,27
66.5,2230,1397,412,13,24,3,2,445,41,2040,700,368,27
67.5,2245,1429,365,13,23,4,4,450,34,2053,728,327,27
68.5,2207,1444,388,15,23,2,5,449,34,2012,744,352,27
69.5,2189,1455,395,12,26,2,5,447,36,1997,754,357,27
70.5,2190,1462,387,12,28,0,5,450,33,1998,756,354,27
71.5,2214,1435,390,12,27,1,5,438,45,2022,742,344,27
72.5,2214,1443,382,9,26,5,5,444,39,2025,745,338,27
73.5,2230,1444,365,10,28,2,7,435,46,2038,753,317,27
74.5,2234,1459,346,8,27,5,10,437,41,2041,767,300,27
75.5,2172,1485,382,8,28,4,8,442,38,1981,787,340,27
76.5,2176,1493,370,6,32,2,5,455,28,1990,778,340,27
77.5,2151,1474,414,7,31,2,4,438,46,1965,777,366,27
78.5,2193,1475,371,7,31,2,3,449,36,2008,767,333,27
79.5,2143,1475,421,7,31,2,5,434,49,1956,782,370,27
80.5,2208,1489,342,7,31,2,5,457,26,2021,773,314,27
81.5,2197,1469,373,9,30,1,4,456,28,2009,755,344,27
82.5,2201,1450,388,8,31,1,3,449,36,2015,742,351,27
83.5,2213,1425,401,6,31,3,10,444,34,2022,722,364,27
84.5,2229,1424,386,7,32,1,8,448,32,2039,716,353,27
85.5,2228,1411,400,6,30,4,8,432,48,2039,721,348,27
86.5,2229,1395,415,8,27,5,9,433,46,2037,707,364,27
87.5,2229,1420,390,10,27,3,7,445,36,2037,720,351,27
88.5,2211,1421,407,10,27,3,8,448,32,2018,718,372,27
89.5,2226,1438,375,10,27,3,8,446,34,2033,737,338,27
90.5,2227,1446,366,10,28,2,2,445,41,2040,745,323,27
91.5,2218,1453,368,8,29,3,5,451,32,2030,745,333,27
92.5,2222,1440,377,9,30,1,2,444,42,2036,738,334,27
93.5,2164,1450,425,9,31,0,3,454,31,1977,737,394,27
94.5,2208,1445,386,6,28,6,5,447,36,2022,742,344,27
95.5,2191,1428,420,7,28,5,4,450,34,2005,722,381,27
96.5,2217,1397,425,12,25,3,3,441,44,2027,703,378,27
97.5,2262,1382,395,13,23,4,3,437,48,2071,694,343,27
98.5,2264,1382,393,14,24,2,4,435,49,2071,695,342,27
99.5,2263,1385,391,13,26,1,3,444,41,2072,687,349,27
100.5,2249,1425,365,12,25,3,3,448,37,2059,724,325,27
101.5,2211,1423,405,10,25,5,6,432,50,2020,738,350,27
102.5,2207,1443,389,13,25,2,6,434,48,2013,756,339,27
103.5,2179,1449,411,12,27,1,8,443,37,1984,751,373,27
104.5,2185,1443,411,10,28,2,9,443,36,1991,744,373,27
105.5,2190,1457,392,5,28,7,9,447,32,2001,754,353,27
106.5,2199,1444,396,8,31,1,5,435,48,2011,750,347,27
107.5,2182,1467,390,5,31,4,4,456,28,1998,752,358,27
108.5,2172,1489,378,8,29,3,4,446,38,1985,786,337,27
109.5,2147,1486,406,8,29,3,10,435,43,1954,794,360,27
110.5,2172,1499,368,8,30,2,10,439,39,1979,802,327,27
111.5,2158,1502,379,6,31,3,12,432,44,1965,811,332,27
112.5,2185,1485,369,7,31,2,16,422,50,1987,804,317,27
113.5,2170,1461,408,8,30,2,17,422,49,1970,781,357,27
114.5,2210,1442,387,9,27,4,19,428,41,2007,759,342,27
115.5,2211,1429,399,11,27,2,19,424,45,2006,750,352,27
116.5,2210,1436,393,9,25,6,18,432,38,2008,751,349,27
117.5,2232,1432,375,13,24,3,15,444,29,2029,736,343,27
118.5,2227,1440,372,13,24,3,12,441,35,2027,747,334,27
119.5,2208,1445,386,13,25,2,10,438,40,2010,754,344,27
120.5,2219,1447,373,11,29,0,12,442,34,2021,748,339,27
121.5,2199,1465,375,9,29,2,8,447,33,2007,761,340,27
122.5,2188,1460,391,7,31,2,9,441,38,1997,760,351,27
123.5,2193,1471,375,7,32,1,6,450,32,2005,761,342,27
124.5,2233,1474,332,5,30,5,6,451,31,2047,765,296,27
125.5,2217,1482,340,6,32,2,6,447,35,2030,775,303,27
126.5,2181,1483,375,4,33,3,4,449,35,1998,773,337,27
127.5,2182,1494,363,5,33,2,6,457,25,1996,776,336,27
128.5,2170,1488,381,5,32,3,6,449,33,1984,779,345,27
129.5,2172,1494,373,5,33,2,5,445,38,1987,788,333,27
130.5,2187,1507,345,4,35,1,6,446,36,2002,798,308,27
131.5,2145,1498,396,4,36,0,3,446,39,1963,788,357,27
132.5,2138,1474,427,1,36,3,4,443,41,1958,767,383,27
133.5,2153,1473,413,3,33,4,9,442,37,1966,770,372,27
134.5,2178,1450,411,4,33,3,10,429,49,1989,760,359,27
135.5,2188,1449,402,6,34,0,16,431,41,1991,756,361,27
136.5,2190,1453,396,6,34,0,16,429,43,1993,762,353,27
137.5,2212,1440,387,6,32,2,18,425,45,2013,755,340,27
138.5,2174,1434,431,8,32,0,14,430,44,1977,744,387,27
139.5,2212,1445,382,7,31,2,16,437,35,2014,749,345,27
140.5,2214,1461,364,8,29,3,12,446,30,2019,758,331,27
141.5,2198,1438,403,8,28,4,12,428,48,2003,754,351,27
142.5,2203,1441,395,8,31,1,16,438,34,2004,744,360,27
143.5,2207,1436,396,9,30,1,13,446,29,2010,732,366,27
144.5,2219,1442,378,7,28,5,9,440,39,2028,746,334,27
145.5,2207,1477,355,8,30,2,8,448,32,2016,771,321,27
146.5,2162,1487,390,9,31,0,3,450,35,1975,778,355,27
147.5,2159,1463,417,9,30,1,4,441,43,1971,764,373,27
148.5,2190,1475,374,10,29,1,4,447,37,2001,771,336,27
149.5,2210,1461,368,10,28,2,5,449,34,2020,756,332,27
150.5,2178,1451,410,10,30,0,5,438,45,1988,755,365,27
151.5,2198,1471,370,9,28,3,7,445,36,2007,770,331,27
152.5,2238,1453,348,8,29,3,6,446,36,2049,750,309,27
153.5,2203,1446,390,9,29,2,10,437,41,2009,752,347,27
154.5,2247,1435,357,9,28,3,8,445,35,2055,734,319,27
155.5,2256,1439,344,9,29,2,10,455,23,2062,727,319,27
156.5,2255,1435,349,11,26,3,4,450,34,2065,731,312,27
157.5,2239,1433,367,12,24,4,5,446,37,2047,735,326,27
158.5,2220,1437,382,12,28,0,7,443,38,2026,738,344,27
159.5,2217,1430,392,12,27,1,13,433,42,2017,742,349,27
160.5,2229,1440,370,11,29,0,13,435,40,2030,748,330,27
161.5,2221,1428,390,10,24,6,10,444,34,2026,732,350,27
162.5,2223,1428,388,11,27,2,9,451,28,2028,722,358,27
163.5,2222,1417,400,11,25,4,6,442,40,2030,722,356,27
164.5,2262,1397,380,10,26,4,6,433,49,2071,710,327,27
165.5,2216,1388,435,8,25,7,5,441,42,2028,694,386,27
166.5,2285,1386,368,11,27,2,8,439,41,2091,692,325,27
167.5,2269,1404,366,13,26,1,6,447,35,2075,703,330,27
168,2239,1404,396,12,26,2,6,449,33,2046,701,361,27
