"tick","total_believers","total_fact_checkers","total_susceptibles","influencer_believers","influencer_fact_checkers","influencer_susceptibles","scholar_believers","scholar_fact_checkers","scholar_susceptibles","normal_believers","normal_fact_checkers","normal_susceptibles","run_id"
85.5,1056,1792,1191,1,20,19,0,355,133,830,1239,1039,14
86.5,1062,1780,1197,1,20,19,0,363,125,836,1219,1053,14
87.5,1061,1779,1199,2,19,19,0,359,129,834,1223,1051,14
88.5,1057,1763,1219,2,20,18,0,361,127,830,1204,1074,14
89.5,1079,1782,1178,4,20,16,1,371,116,849,1213,1046,14
90.5,1075,1779,1185,3,22,15,1,368,119,846,1211,1051,14
91.5,1077,1799,1163,4,21,15,0,369,119,848,1231,1029,14
92.5,1057,1806,1176,3,18,19,0,366,122,829,1244,1035,14
93.5,1070,1799,1170,1,20,19,1,364,123,843,1237,1028,14
94.5,1058,1820,1161,1,19,20,1,360,127,831,1263,1014,14
95.5,1062,1835,1142,1,20,19,1,359,128,835,1278,995,14
96.5,1048,1806,1185,2,18,20,1,358,129,820,1252,1036,14
97.5,1036,1806,1197,2,22,16,1,364,123,808,1242,1058,14
98.5,1023,1825,1191,2,26,12,1,358,129,795,1263,1050,14
99.5,1021,1836,1182,1,27,12,1,360,127,794,1271,1043,14
100.5,1038,1832,1169,2,27,11,1,361,126,810,1266,1032,14
101.5,1027,1837,1175,4,28,8,0,363,125,798,1268,1042,14
102.5,1023,1857,1159,4,29,7,0,371,117,794,1279,1035,14
103.5,1019,1865,1155,4,27,9,0,363,125,790,1297,1021,14
104.5,1026,1867,1146,4,26,10,1,376,111,796,1287,1025,14
105.5,1034,1805,1200,3,25,12,4,361,123,802,1241,1065,14
106.5,1066,1789,1184,2,26,12,3,360,125,836,1225,1047,14
107.5,1060,1771,1208,0,27,13,0,358,130,835,1208,1065,14
108.5,1053,1745,1241,0,26,14,0,362,126,828,1179,1101,14
109.5,1042,1764,1233,0,27,13,0,373,115,817,1186,1105,14
110.5,1062,1794,1183,0,27,13,0,374,114,837,1215,1056,14
111.5,1068,1784,1187,2,27,11,0,369,119,841,1210,1057,14
112.5,1075,1781,1183,2,28,10,0,361,127,848,1214,1046,14
113.5,1065,1802,1172,2,24,14,0,371,117,838,1229,1041,14
114.5,1034,1815,1190,2,24,14,1,364,123,806,1249,1053,14
115.5,1023,1847,1169,2,27,11,1,364,123,795,1278,1035,14
116.5,999,1869,1171,1,26,13,1,373,114,772,1292,1044,14
117.5,1003,1866,1170,1,24,15,0,368,120,777,1296,1035,14
118.5,1003,1875,1161,1,24,15,0,370,118,777,1303,1028,14
119.5,1007,1854,1178,3,23,14,0,359,129,779,1294,1035,14
120.5,999,1831,1209,3,25,12,0,351,137,771,1277,1060,14
121.5,988,1854,1197,2,26,12,0,361,127,761,1289,1058,14
122.5,982,1887,1170,3,23,14,0,365,123,754,1321,1033,14
123.5,956,1894,1189,3,26,11,0,362,126,728,1328,1052,14
124.5,954,1898,1187,1,28,11,1,362,125,727,1330,1051,14
125.5,960,1912,1167,0,28,12,2,365,121,733,1341,1034,14
126.5,965,1904,1170,0,27,13,3,370,115,737,1329,1042,14
127.5,987,1903,1149,0,28,12,1,357,130,761,1340,1007,14
128.5,967,1893,1179,0,31,9,2,355,131,740,1329,1039,14
129.5,979,1880,1180,1,32,7,1,354,133,752,1316,1040,14
130.5,992,1855,1192,1,34,5,2,340,146,764,1303,1041,14
131.5,968,1872,1199,1,32,7,3,349,136,739,1313,1056,14
132.5,992,1855,1192,1,31,8,1,348,139,765,1298,1045,14
133.5,992,1847,1200,2,28,10,1,356,131,764,1285,1059,14
134.5,992,1876,1171,2,30,8,1,359,128,764,1309,1035,14
135.5,995,1875,1169,3,31,6,0,358,130,767,1308,1033,14
136.5,1004,1853,1182,3,31,6,1,350,137,775,1294,1039,14
137.5,1018,1874,1147,2,33,5,1,354,133,790,1309,1009,14
138.5,1016,1858,1165,2,34,4,1,350,137,788,1296,1024,14
139.5,1023,1858,1158,2,33,5,0,342,146,796,1305,1007,14
140.5,1021,1890,1128,2,30,8,1,360,127,793,1322,993,14
141.5,1017,1889,1133,2,32,6,1,353,134,789,1326,993,14
142.5,1009,1911,1119,2,31,7,0,360,128,782,1342,984,14
143.5,998,1884,1157,2,28,10,0,360,128,771,1318,1019,14
144.5,995,1880,1164,2,27,11,0,366,122,768,1309,1031,14
145.5,1021,1871,1147,2,29,9,0,354,134,794,1310,1004,14
146.5,1013,1833,1193,2,32,6,0,359,129,786,1264,1058,14
147.5,992,1838,1209,2,33,5,0,371,117,765,1256,1087,14
148.5,1002,1849,1188,1,31,8,0,365,123,776,1275,1057,14
149.5,1015,1864,1160,1,29,10,0,357,131,789,1300,1019,14
150.5,1017,1880,1142,0,25,15,0,364,124,792,1313,1003,14
151.5,984,1893,1162,0,24,16,0,367,121,759,1324,1025,14
152.5,975,1904,1160,0,24,16,1,358,129,749,1344,1015,14
153.5,990,1880,1169,1,24,15,1,351,136,763,1327,1018,14
154.5,985,1875,1179,3,22,15,1,358,129,756,1317,1035,14
155.5,978,1877,1184,3,26,11,1,365,122,749,1308,1051,14
156.5,1007,1867,1165,3,26,11,2,360,126,777,1303,1028,14
157.5,1004,1879,1156,4,29,7,3,354,131,772,1318,1018,14
158.5,1016,1842,1181,6,26,8,1,346,141,784,1292,1032,14
159.5,1004,1854,1181,4,27,9,0,347,141,775,1302,1031,14
160.5,991,1842,1206,4,25,11,2,351,135,760,1288,1060,14
161.5,1015,1849,1175,3,23,14,2,353,133,785,1295,1028,14
162.5,1014,1826,1199,1,25,14,0,354,134,788,1269,1051,14
163.5,1008,1820,1211,0,26,14,1,358,129,782,1258,1068,14
164.5,975,1843,1221,1,24,15,2,349,137,747,1292,1069,14
165.5,991,1879,1169,0,27,13,1,355,132,765,1319,1024,14
166.5,962,1875,1202,0,27,13,2,350,136,735,1320,1053,14
167.5,975,1879,1185,0,26,14,2,345,141,748,1330,1030,14
168,976,1863,1200,0,28,12,4,347,137,747,1310,1051,14
