"tick","total_believers","total_fact_checkers","total_susceptibles","influencer_believers","influencer_fact_checkers","influencer_susceptibles","scholar_believers","scholar_fact_checkers","scholar_susceptibles","normal_believers","normal_fact_checkers","normal_susceptibles","run_id"
33.5,2380,1264,395,12,24,4,5,432,51,2180,588,340,24
34.5,2383,1287,369,16,22,2,9,447,32,2175,598,335,24
35.5,2362,1274,403,13,23,4,5,436,47,2161,595,352,24
36.5,2330,1300,409,14,24,2,6,451,31,2127,605,376,24
37.5,2374,1346,319,12,25,3,5,450,33,2174,651,283,24
38.5,2326,1343,370,11,26,3,1,448,39,2131,649,328,24
39.5,2325,1327,387,10,29,1,3,450,35,2129,628,351,24
40.5,2316,1331,392,9,27,4,3,452,33,2121,632,355,24
41.5,2317,1334,388,8,32,0,3,445,40,2123,637,348,24
42.5,2316,1353,370,6,30,4,2,440,46,2125,663,320,24
43.5,2286,1349,404,8,30,2,4,441,43,2091,658,359,24
44.5,2302,1355,382,7,29,4,1,449,38,2111,657,340,24
45.5,2308,1359,372,10,30,0,3,441,44,2112,668,328,24
46.5,2299,1369,371,9,29,2,3,439,46,2104,681,323,24
47.5,2286,1358,395,11,26,3,3,445,40,2089,667,352,24
48.5,2294,1364,381,13,25,2,1,442,45,2097,677,334,24
49.5,2280,1385,374,14,25,1,1,447,40,2082,693,333,24
50.5,2254,1391,394,15,22,3,1,456,31,2055,693,360,24
51.5,2250,1381,408,16,21,3,1,452,35,2050,688,370,24
52.5,2266,1376,397,19,20,1,1,450,37,2063,686,359,24
53.5,2240,1401,398,15,24,1,2,452,34,2040,705,363,24
54.5,2216,1413,410,16,23,1,4,440,44,2013,730,365,24
55.5,2257,1412,370,16,23,1,3,456,29,2055,713,340,24
56.5,2272,1395,372,17,23,0,2,444,42,2070,708,330,24
57.5,2247,1414,378,13,25,2,2,444,42,2049,725,334,24
58.5,2230,1429,380,12,25,3,2,454,32,2033,730,345,24
59.5,2205,1441,393,11,26,3,4,442,42,2007,753,348,24
60.5,2178,1461,400,9,27,4,4,445,39,1982,769,357,24
61.5,2215,1433,391,10,28,2,4,448,36,2018,737,353,24
62.5,2233,1404,402,8,29,3,3,435,50,2039,720,349,24
63.5,2226,1415,398,7,30,3,4,442,42,2032,723,353,24
64.5,2247,1425,367,8,32,0,4,447,37,2052,726,330,24
65.5,2268,1428,343,7,29,4,0,445,43,2078,734,296,24
66.5,2214,1429,396,7,29,4,0,462,26,2024,718,366,24
67.5,2236,1437,366,6,29,5,0,449,39,2047,739,322,24
68.5,2198,1435,406,8,27,5,1,445,42,2006,743,359,24
69.5,2218,1427,394,7,29,4,2,444,42,2026,734,348,24
70.5,2217,1419,403,6,33,1,1,437,50,2027,729,352,24
71.5,2214,1438,387,6,31,3,1,446,41,2024,741,343,24
72.5,2221,1400,418,6,30,4,2,447,39,2030,703,375,24
73.5,2250,1404,385,5,33,2,1,446,41,2061,705,342,24
74.5,2276,1397,366,6,33,1,0,452,36,2087,692,329,24
75.5,2297,1372,370,5,32,3,1,443,44,2108,677,323,24
76.5,2257,1390,392,5,32,3,2,453,33,2067,685,356,24
77.5,2274,1379,386,6,32,2,4,448,36,2081,679,348,24
78.5,2258,1371,410,5,31,4,4,447,37,2066,673,369,24
79.5,2314,1374,351,6,33,1,5,447,36,2120,674,314,24
80.5,2302,1390,347,5,33,2,7,438,43,2107,699,302,24
81.5,2281,1362,396,6,32,2,5,437,46,2087,673,348,24
82.5,2273,1353,413,8,28,4,6,437,45,2076,668,364,24
83.5,2294,1364,381,9,30,1,4,444,40,2098,670,340,24
84.5,2277,1386,376,10,28,2,4,446,38,2080,692,336,24
85.5,2288,1379,372,11,28,1,4,451,33,2090,680,338,24
86.5,2297,1358,384,7,29,4,4,448,36,2103,661,344,24
87.5,2315,1342,382,11,28,1,5,444,39,2116,650,342,24
88.5,2309,1341,389,11,26,3,2,443,43,2113,652,343,24
89.5,2311,1364,364,11,25,4,1,452,35,2116,667,325,24
90.5,2314,1369,356,10,26,4,2,458,28,2119,665,324,24
91.5,2290,1367,382,10,29,1,2,455,31,2095,663,350,24
92.5,2280,1364,395,9,29,2,1,446,41,2087,669,352,24
93.5,2295,1364,380,8,31,1,0,452,36,2104,661,343,24
94.5,2265,1383,391,8,30,2,1,454,33,2073,679,356,24
95.5,2244,1386,409,7,31,2,2,456,30,2052,679,377,24
96.5,2238,1395,406,6,33,1,2,448,38,2047,694,367,24
97.5,2252,1403,384,5,35,0,1,445,42,2063,703,342,24
98.5,2297,1400,342,5,35,0,1,445,42,2108,700,300,24
99.5,2278,1390,371,5,35,0,3,446,39,2087,689,332,24
100.5,2235,1413,391,5,33,2,3,440,45,2044,720,344,24
101.5,2257,1389,393,5,33,2,4,441,43,2065,695,348,24
102.5,2243,1400,396,5,33,2,3,445,40,2052,702,354,24
103.5,2249,1396,394,4,32,4,0,446,42,2062,698,348,24
104.5,2260,1411,368,5,32,3,4,452,32,2068,707,333,24
105.5,2252,1376,411,6,30,4,4,439,45,2059,687,362,24
106.5,2254,1387,398,9,31,0,4,451,33,2058,685,365,24
107.5,2287,1403,349,9,30,1,1,450,37,2094,703,311,24
108.5,2300,1418,321,10,28,2,3,454,31,2104,716,288,24
109.5,2291,1403,345,12,26,2,3,443,42,2093,714,301,24
110.5,2248,1390,401,12,26,2,7,452,29,2046,692,370,24
111.5,2288,1393,358,10,22,8,5,454,29,2090,697,321,24
112.5,2286,1375,378,11,24,5,5,438,45,2087,693,328,24
113.5,2277,1362,400,12,26,2,6,429,53,2076,687,345,24
114.5,2282,1372,385,11,26,3,4,434,50,2084,692,332,24
115.5,2278,1377,384,13,23,4,4,444,40,2078,690,340,24
116.5,2272,1374,393,14,24,2,7,450,31,2068,680,360,24
117.5,2226,1374,439,14,23,3,6,439,43,2023,692,393,24
118.5,2259,1356,424,9,28,3,6,431,51,2061,677,370,24
119.5,2255,1384,400,7,30,3,8,442,38,2057,692,359,24
120.5,2247,1388,404,7,30,3,4,451,33,2053,687,368,24
121.5,2243,1385,411,5,33,2,2,438,48,2053,694,361,24
122.5,2215,1413,411,6,32,2,2,450,36,2024,711,373,24
123.5,2247,1398,394,6,33,1,2,443,43,2056,702,350,24
124.5,2263,1409,367,5,30,5,4,452,32,2071,707,330,24
125.5,2276,1408,355,4,32,4,2,458,28,2087,698,323,24
126.5,2265,1392,382,6,30,4,1,449,38,2075,693,340,24
127.5,2263,1381,395,7,29,4,1,446,41,2072,686,350,24
128.5,2240,1377,422,6,29,5,2,444,42,2049,684,375,24
129.5,2278,1388,373,7,30,3,2,451,35,2086,687,335,24
130.5,2280,1384,375,6,30,4,3,444,41,2088,690,330,24
131.5,2243,1374,422,6,31,3,4,449,35,2050,674,384,24
132.5,2251,1386,402,7,33,0,3,449,36,2058,684,366,24
133.5,2260,1384,395,5,34,1,2,439,47,2070,691,347,24
134.5,2281,1414,344,5,34,1,5,452,31,2088,708,312,24
135.5,2229,1401,409,5,35,0,4,451,33,2037,695,376,24
136.5,2261,1418,360,4,35,1,2,452,34,2072,711,325,24
137.5,2230,1451,358,4,34,2,3,443,42,2040,754,314,24
138.5,2205,1461,373,6,33,1,2,450,36,2014,758,336,24
139.5,2220,1431,388,5,30,5,1,450,37,2031,731,346,24
140.5,2222,1429,388,8,30,2,0,445,43,2031,734,343,24
141.5,2260,1429,350,10,28,2,0,455,33,2067,726,315,24
142.5,2231,1424,384,9,31,0,1,448,39,2038,725,345,24
143.5,2224,1396,419,7,28,5,3,450,35,2031,698,379,24
144.5,2252,1401,386,9,30,1,3,447,38,2057,704,347,24
145.5,2219,1390,430,9,24,7,2,445,41,2025,701,382,24
146.5,2249,1409,381,12,27,1,1,459,28,2053,703,352,24
147.5,2259,1409,371,9,29,2,0,442,46,2067,718,323,24
148.5,2239,1418,382,9,28,3,0,446,42,2047,724,337,24
149.5,2243,1409,387,10,27,3,0,448,40,2050,714,344,24
150.5,2264,1411,364,10,26,4,2,445,41,2069,720,319,24
151.5,2246,1407,386,11,27,2,2,449,37,2050,711,347,24
152.5,2220,1399,420,12,26,2,2,446,40,2023,707,378,24
153.5,2263,1398,378,11,28,1,1,445,42,2068,705,335,24
154.5,2238,1387,414,10,29,1,2,441,45,2043,697,368,24
155.5,2252,1403,384,10,27,3,2,447,39,2057,709,342,24
156.5,2254,1397,388,10,28,2,4,445,39,2057,704,347,24
157.5,2269,1397,373,10,29,1,2,453,33,2074,695,339,24
158.5,2248,1406,385,10,28,2,1,452,35,2054,706,348,24
159.5,2222,1430,387,9,29,2,2,454,32,2028,727,353,24
160.5,2203,1422,414,10,28,2,2,452,34,2008,722,378,24
161.5,2255,1421,363,9,28,3,1,448,39,2062,725,321,24
162.5,2242,1419,378,8,30,2,2,448,38,2049,721,338,24
163.5,2258,1408,373,7,30,3,2,440,46,2066,718,324,24
164.5,2253,1392,394,9,28,3,3,431,54,2058,713,337,24
165.5,2278,1368,393,9,29,2,4,441,43,2082,678,348,24
166.5,2270,1384,385,7,30,3,6,448,34,2074,686,348,24
167.5,2281,1368,390,8,29,3,9,450,29,2081,669,358,24
168,2308,1371,360,11,27,2,6,448,34,2108,676,324,24
