"tick","total_believers","total_fact_checkers","total_susceptibles","influencer_believers","influencer_fact_checkers","influencer_susceptibles","scholar_believers","scholar_fact_checkers","scholar_susceptibles","normal_believers","normal_fact_checkers","normal_susceptibles","run_id"
153.5,987,1851,1201,5,24,11,0,364,124,781,1261,1066,16
154.5,994,1852,1193,4,25,11,0,367,121,789,1258,1061,16
155.5,1034,1842,1163,4,24,12,1,357,130,828,1259,1021,16
156.5,1008,1858,1173,3,27,10,0,353,135,804,1276,1028,16
157.5,1015,1871,1153,1,28,11,0,357,131,813,1284,1011,16
158.5,1017,1848,1174,1,27,12,0,356,132,815,1263,1030,16
159.5,1022,1854,1163,1,27,12,1,357,130,819,1268,1021,16
160.5,1006,1850,1183,1,28,11,2,356,130,802,1264,1042,16
161.5,1027,1853,1159,2,27,11,2,362,124,822,1262,1024,16
162.5,1012,1857,1170,4,26,10,1,358,129,806,1271,1031,16
163.5,1040,1844,1155,3,26,11,0,352,136,836,1264,1008,16
164.5,1010,1831,1198,2,27,11,0,346,142,807,1256,1045,16
165.5,997,1863,1179,4,23,13,1,363,124,791,1275,1042,16
166.5,996,1852,1191,4,25,11,1,361,126,790,1264,1054,16
167.5,1011,1848,1180,4,25,11,0,364,124,806,1257,1045,16
168,1015,1834,1190,3,24,13,0,371,117,811,1237,1060,16
