"tick","total_believers","total_fact_checkers","total_susceptibles","influencer_believers","influencer_fact_checkers","influencer_susceptibles","scholar_believers","scholar_fact_checkers","scholar_susceptibles","normal_believers","normal_fact_checkers","normal_susceptibles","run_id"
75.5,1847,1583,609,5,33,2,40,378,70,1603,968,537,4
76.5,1863,1589,587,5,32,3,54,368,66,1605,985,518,4
77.5,1838,1615,586,6,32,2,55,366,67,1578,1013,517,4
78.5,1868,1606,565,4,33,3,70,358,60,1595,1011,502,4
79.5,1857,1625,557,4,32,4,61,367,60,1593,1022,493,4
80.5,1852,1617,570,5,32,3,55,370,63,1593,1011,504,4
81.5,1838,1626,575,5,28,7,51,380,57,1583,1014,511,4
82.5,1835,1642,562,4,32,4,47,387,54,1585,1019,504,4
83.5,1794,1657,588,3,32,5,41,386,61,1551,1035,522,4
84.5,1807,1649,583,4,32,4,40,388,60,1564,1025,519,4
85.5,1778,1658,603,3,32,5,36,383,69,1540,1039,529,4
86.5,1801,1658,580,6,32,2,36,390,62,1560,1032,516,4
87.5,1829,1655,555,6,32,2,37,377,74,1587,1042,479,4
88.5,1795,1650,594,7,30,3,36,388,64,1553,1028,527,4
89.5,1804,1648,587,7,30,3,34,397,57,1564,1017,527,4
90.5,1834,1616,589,7,29,4,43,389,56,1585,994,529,4
91.5,1871,1607,561,4,31,5,40,389,59,1628,983,497,4
92.5,1895,1606,538,6,31,3,45,380,63,1645,991,472,4
93.5,1847,1588,604,7,30,3,41,387,60,1600,967,541,4
94.5,1834,1596,609,8,24,8,40,394,54,1587,974,547,4
95.5,1834,1586,619,9,26,5,38,391,59,1588,965,555,4
96.5,1866,1605,568,11,25,4,37,401,50,1619,975,514,4
97.5,1824,1604,611,10,25,5,33,401,54,1582,974,552,4
98.5,1834,1629,576,10,29,1,26,398,64,1599,998,511,4
99.5,1823,1636,580,8,30,2,23,409,56,1593,993,522,4
100.5,1844,1642,553,8,30,2,24,419,45,1613,989,506,4
101.5,1883,1618,538,7,26,7,25,398,65,1652,990,466,4
102.5,1856,1627,556,11,25,4,30,403,55,1616,995,497,4
103.5,1835,1626,578,9,27,4,31,402,55,1596,993,519,4
104.5,1871,1611,557,8,27,5,35,401,52,1629,979,500,4
105.5,1866,1616,557,8,28,4,37,409,42,1622,975,511,4
106.5,1881,1608,550,4,32,4,37,397,54,1641,975,492,4
107.5,1831,1624,584,3,32,5,42,396,50,1587,992,529,4
108.5,1830,1627,582,2,33,5,41,392,55,1588,998,522,4
109.5,1889,1625,525,1,34,5,37,387,64,1652,1000,456,4
110.5,1847,1599,593,3,32,5,43,390,55,1602,973,533,4
111.5,1833,1610,596,6,29,5,46,386,56,1582,991,535,4
112.5,1841,1614,584,3,32,5,48,393,47,1591,985,532,4
113.5,1843,1616,580,3,32,5,40,399,49,1601,981,526,4
114.5,1845,1602,592,4,32,4,40,388,60,1602,978,528,4
115.5,1835,1628,576,1,34,5,40,397,51,1595,993,520,4
116.5,1840,1608,591,1,34,5,34,395,59,1606,975,527,4
117.5,1851,1609,579,1,33,6,33,387,68,1618,985,505,4
118.5,1807,1618,614,2,31,7,32,392,64,1574,991,543,4
119.5,1844,1618,577,2,33,5,28,394,66,1615,987,506,4
120.5,1849,1617,573,3,33,4,26,395,67,1621,985,502,4
121.5,1862,1622,555,3,33,4,26,403,59,1634,982,492,4
122.5,1866,1626,547,4,33,3,32,404,52,1631,985,492,4
123.5,1877,1644,518,4,34,2,33,412,43,1641,994,473,4
124.5,1810,1651,578,3,34,3,30,401,57,1578,1012,518,4
125.5,1805,1662,572,2,32,6,30,405,53,1574,1021,513,4
126.5,1822,1645,572,3,30,7,26,402,60,1594,1009,505,4
127.5,1783,1662,594,5,29,6,25,411,52,1554,1018,536,4
128.5,1796,1655,588,7,27,6,30,405,53,1560,1019,529,4
129.5,1785,1635,619,9,26,5,19,408,61,1558,997,553,4
130.5,1829,1612,598,7,29,4,17,409,62,1606,970,532,4
131.5,1855,1604,580,5,31,4,20,404,64,1631,965,512,4
132.5,1841,1633,565,5,29,6,18,416,54,1619,984,505,4
133.5,1840,1638,561,6,27,7,18,422,48,1617,985,506,4
134.5,1841,1623,575,6,29,5,16,421,51,1620,969,519,4
135.5,1861,1597,581,8,29,3,25,405,58,1629,959,520,4
136.5,1832,1613,594,8,29,3,30,401,57,1595,979,534,4
137.5,1847,1594,598,6,31,3,31,398,59,1611,961,536,4
138.5,1840,1619,580,3,33,4,26,408,54,1612,974,522,4
139.5,1840,1615,584,3,32,5,22,403,63,1616,976,516,4
140.5,1857,1601,581,4,30,6,22,409,57,1632,958,518,4
141.5,1834,1612,593,4,29,7,20,416,52,1611,963,534,4
142.5,1866,1600,573,3,31,6,26,403,59,1638,962,508,4
143.5,1864,1585,590,4,23,13,25,397,66,1636,961,511,4
144.5,1854,1608,577,8,25,7,27,398,63,1620,981,507,4
145.5,1911,1616,512,8,29,3,28,397,63,1676,986,446,4
146.5,1876,1643,520,7,30,3,28,409,51,1642,1000,466,4
147.5,1836,1651,552,6,30,4,32,404,52,1599,1013,496,4
148.5,1804,1654,581,7,30,3,17,413,58,1581,1007,520,4
149.5,1823,1638,578,7,29,4,20,412,56,1597,993,518,4
150.5,1793,1646,600,7,28,5,19,418,51,1568,996,544,4
151.5,1836,1612,591,9,26,5,21,406,61,1607,976,525,4
152.5,1852,1579,608,8,28,4,20,397,71,1625,950,533,4
153.5,1862,1567,610,7,30,3,33,393,62,1623,940,545,4
154.5,1882,1580,577,4,34,2,31,395,62,1648,947,513,4
155.5,1894,1583,562,3,34,3,35,391,62,1657,954,497,4
156.5,1906,1574,559,0,35,5,34,393,61,1673,942,493,4
157.5,1904,1578,557,1,34,5,34,389,65,1670,951,487,4
158.5,1858,1585,596,3,33,4,29,383,76,1627,965,516,4
159.5,1840,1603,596,2,33,5,34,388,66,1605,978,525,4
160.5,1853,1595,591,4,34,2,33,383,72,1617,974,517,4
161.5,1856,1608,575,2,35,3,36,383,69,1619,986,503,4
162.5,1854,1582,603,3,35,2,36,381,71,1616,962,530,4
163.5,1847,1613,579,4,34,2,37,393,58,1607,982,519,4
164.5,1807,1630,602,2,35,3,44,392,52,1562,999,547,4
165.5,1817,1637,585,1,36,3,40,392,56,1577,1005,526,4
166.5,1837,1613,589,2,36,2,38,380,70,1598,993,517,4
167.5,1841,1637,561,1,37,2,42,385,61,1599,1011,498,4
168,1820,1648,571,2,36,2,41,392,55,1578,1016,514,4
