"tick","total_believers","total_fact_checkers","total_susceptibles","influencer_believers","influencer_fact_checkers","influencer_susceptibles","scholar_believers","scholar_fact_checkers","scholar_susceptibles","normal_believers","normal_fact_checkers","normal_susceptibles","run_id"
46.5,1032,1796,1211,1,22,17,11,338,139,794,1259,1055,13
47.5,1052,1785,1202,2,20,18,12,342,134,812,1246,1050,13
48.5,1044,1792,1203,6,22,12,9,349,130,803,1244,1061,13
49.5,1048,1842,1149,6,22,12,6,359,123,810,1284,1014,13
50.5,1061,1858,1120,4,23,13,3,361,124,828,1297,983,13
51.5,1054,1848,1137,2,23,15,4,358,126,822,1290,996,13
52.5,1053,1855,1131,2,21,17,4,362,122,821,1295,992,13
53.5,1012,1835,1192,2,23,15,1,359,128,783,1276,1049,13
54.5,996,1840,1203,3,21,16,1,360,127,766,1282,1060,13
55.5,994,1851,1194,4,22,14,2,358,128,762,1294,1052,13
56.5,969,1879,1191,3,21,16,1,373,114,739,1308,1061,13
57.5,989,1877,1173,2,20,18,1,367,120,760,1313,1035,13
58.5,1016,1849,1174,1,24,15,1,360,127,788,1288,1032,13
59.5,1027,1836,1176,4,24,12,1,361,126,796,1274,1038,13
60.5,1018,1833,1188,4,24,12,1,370,117,787,1262,1059,13
61.5,1038,1814,1187,4,24,12,1,360,127,807,1253,1048,13
62.5,1025,1833,1181,5,27,8,0,373,115,794,1256,1058,13
63.5,1030,1803,1206,4,28,8,0,364,124,800,1234,1074,13
64.5,1047,1805,1187,5,27,8,0,373,115,816,1228,1064,13
65.5,1042,1803,1194,7,27,6,0,366,122,809,1233,1066,13
66.5,1034,1810,1195,4,30,6,0,364,124,804,1239,1065,13
67.5,1037,1830,1172,3,29,8,0,357,131,808,1267,1033,13
68.5,1018,1830,1191,2,29,9,0,356,132,790,1268,1050,13
69.5,1010,1839,1190,3,28,9,0,358,130,781,1276,1051,13
70.5,1008,1830,1201,4,29,7,0,362,126,778,1262,1068,13
71.5,1036,1799,1204,5,27,8,0,356,132,805,1239,1064,13
72.5,1020,1820,1199,6,26,8,1,356,131,787,1261,1060,13
73.5,1029,1863,1147,4,30,6,1,355,132,798,1301,1009,13
74.5,1002,1840,1197,2,32,6,2,346,140,772,1285,1051,13
75.5,1010,1860,1169,2,31,7,1,351,136,781,1301,1026,13
76.5,1020,1870,1149,2,27,11,0,355,133,792,1311,1005,13
77.5,1030,1882,1127,2,27,11,0,363,125,802,1315,991,13
78.5,1022,1849,1168,4,27,9,3,359,126,789,1286,1033,13
79.5,1053,1832,1154,4,27,9,4,356,128,819,1272,1017,13
80.5,1038,1834,1167,3,25,12,3,349,136,806,1283,1019,13
81.5,1026,1823,1190,2,25,13,1,347,140,797,1274,1037,13
82.5,1016,1856,1167,2,26,12,1,350,137,787,1303,1018,13
83.5,1010,1852,1177,3,28,9,0,356,132,781,1291,1036,13
84.5,996,1859,1184,1,29,10,0,352,136,769,1301,1038,13
85.5,1001,1867,1171,1,28,11,0,361,127,774,1301,1033,13
86.5,1024,1898,1117,1,28,11,0,367,121,797,1326,985,13
87.5,1030,1919,1090,2,29,9,0,373,115,802,1340,966,13
88.5,1013,1895,1131,2,24,14,0,351,137,785,1343,980,13
89.5,972,1907,1160,2,24,14,0,363,125,744,1343,1021,13
90.5,960,1890,1189,2,26,12,0,367,121,732,1320,1056,13
91.5,980,1873,1186,2,27,11,0,360,128,752,1309,1047,13
92.5,992,1896,1151,2,27,11,1,367,120,763,1325,1020,13
93.5,980,1895,1164,1,29,10,2,372,114,751,1317,1040,13
94.5,973,1900,1166,1,26,13,2,371,115,744,1326,1038,13
95.5,973,1901,1165,1,26,13,0,371,117,746,1327,1035,13
96.5,989,1915,1135,2,24,14,2,365,121,759,1349,1000,13
97.5,1000,1894,1145,0,26,14,3,363,122,771,1328,1009,13
98.5,1001,1855,1183,1,21,18,8,356,124,766,1301,1041,13
99.5,1016,1890,1133,2,21,17,13,361,114,775,1331,1002,13
100.5,1020,1896,1123,2,20,18,17,354,117,775,1345,988,13
101.5,1006,1906,1127,2,21,17,18,359,111,760,1349,999,13
102.5,993,1882,1164,1,24,15,10,354,124,756,1327,1025,13
103.5,991,1876,1172,2,22,16,5,360,123,758,1317,1033,13
104.5,1008,1873,1158,3,22,15,4,361,123,775,1313,1020,13
105.5,989,1865,1185,3,23,14,1,363,124,759,1302,1047,13
106.5,987,1875,1177,2,26,12,1,362,125,758,1310,1040,13
107.5,974,1890,1175,2,26,12,1,359,128,745,1328,1035,13
108.5,986,1900,1153,2,26,12,2,358,128,756,1339,1013,13
109.5,990,1888,1161,3,26,11,3,351,134,758,1334,1016,13
110.5,1010,1903,1126,4,26,10,5,347,136,775,1353,980,13
111.5,1020,1881,1138,3,23,14,13,339,136,778,1342,988,13
112.5,1016,1870,1153,4,24,12,11,340,137,775,1329,1004,13
113.5,1008,1881,1150,1,24,15,11,350,127,770,1330,1008,13
114.5,996,1863,1180,1,24,15,13,347,128,756,1315,1037,13
115.5,978,1857,1204,1,26,13,10,347,131,741,1307,1060,13
116.5,1002,1844,1193,0,27,13,12,354,122,764,1286,1058,13
117.5,967,1861,1211,0,24,16,9,357,122,732,1303,1073,13
118.5,985,1867,1187,0,26,14,5,361,122,754,1303,1051,13
119.5,957,1864,1218,0,29,11,4,352,132,727,1306,1075,13
120.5,968,1885,1186,1,29,10,4,349,135,737,1330,1041,13
121.5,988,1900,1151,1,30,9,4,360,124,757,1333,1018,13
122.5,1000,1886,1153,1,29,10,4,363,121,769,1317,1022,13
123.5,1004,1870,1165,1,26,13,3,364,121,774,1303,1031,13
124.5,1014,1834,1191,1,25,14,2,359,127,785,1273,1050,13
125.5,1007,1845,1187,1,25,14,3,350,135,777,1293,1038,13
126.5,1012,1846,1181,1,26,13,3,351,134,782,1292,1034,13
127.5,969,1899,1171,0,29,11,6,361,121,737,1332,1039,13
128.5,945,1905,1189,0,28,12,5,363,120,714,1337,1057,13
129.5,950,1919,1170,0,24,16,4,363,121,720,1355,1033,13
130.5,962,1912,1165,1,25,14,5,361,122,730,1349,1029,13
131.5,943,1926,1170,0,26,14,4,365,119,713,1358,1037,13
132.5,931,1926,1182,1,26,13,4,366,118,700,1357,1051,13
133.5,915,1947,1177,1,26,13,2,369,117,686,1375,1047,13
134.5,922,1964,1153,1,27,12,1,371,116,694,1389,1025,13
135.5,932,1966,1141,1,27,12,1,365,122,704,1397,1007,13
136.5,907,1950,1182,1,25,14,0,352,136,680,1396,1032,13
137.5,907,1934,1198,1,26,13,0,356,132,680,1375,1053,13
138.5,905,1931,1203,2,25,13,0,351,137,677,1378,1053,13
139.5,922,1922,1195,3,27,10,0,362,126,693,1356,1059,13
140.5,921,1926,1192,2,30,8,1,361,126,692,1358,1058,13
141.5,929,1905,1205,3,30,7,1,354,133,699,1344,1065,13
142.5,925,1935,1179,3,32,5,1,350,137,695,1376,1037,13
143.5,929,1960,1150,1,30,9,1,356,131,701,1397,1010,13
144.5,921,1949,1169,2,30,8,2,363,123,691,1379,1038,13
145.5,922,1913,1204,2,31,7,1,362,125,693,1343,1072,13
146.5,918,1888,1233,1,32,7,0,364,124,691,1315,1102,13
147.5,934,1912,1193,2,31,7,1,364,123,705,1340,1063,13
148.5,920,1907,1212,2,31,7,1,351,136,691,1348,1069,13
149.5,903,1912,1224,2,30,8,1,347,140,674,1358,1076,13
150.5,904,1939,1196,2,30,8,1,351,136,675,1381,1052,13
151.5,902,1931,1206,0,30,10,1,364,123,675,1360,1073,13
152.5,911,1911,1217,0,29,11,1,357,130,684,1348,1076,13
153.5,909,1916,1214,0,29,11,0,356,132,683,1354,1071,13
154.5,938,1932,1169,1,27,12,1,360,127,710,1368,1030,13
155.5,940,1909,1190,1,29,10,2,348,138,711,1355,1042,13
156.5,941,1894,1204,0,28,12,3,351,134,712,1338,1058,13
157.5,964,1916,1159,0,30,10,3,359,126,735,1350,1023,13
158.5,958,1918,1163,0,27,13,2,353,133,730,1361,1017,13
159.5,950,1921,1168,1,26,13,2,371,115,721,1347,1040,13
160.5,976,1895,1168,1,26,13,1,364,123,748,1328,1032,13
161.5,1006,1895,1138,2,23,15,2,371,115,776,1324,1008,13
162.5,1009,1880,1150,5,22,13,2,367,119,776,1314,1018,13
163.5,1013,1871,1155,5,23,12,1,360,127,781,1311,1016,13
164.5,996,1882,1161,5,24,11,1,362,125,764,1319,1025,13
165.5,997,1885,1157,4,26,10,1,370,117,766,1312,1030,13
166.5,1000,1865,1174,5,25,10,2,369,117,767,1294,1047,13
167.5,982,1885,1172,5,26,9,0,373,115,751,1309,1048,13
168,990,1853,1196,6,24,10,1,365,122,757,1287,1064,13
