"tick","total_believers","total_fact_checkers","total_susceptibles","influencer_believers","influencer_fact_checkers","influencer_susceptibles","scholar_believers","scholar_fact_checkers","scholar_susceptibles","normal_believers","normal_fact_checkers","normal_susceptibles","run_id"
67.5,1814,1658,567,1,34,5,33,393,62,1596,1012,500,8
68.5,1822,1649,568,2,37,1,31,396,61,1605,997,506,8
69.5,1804,1647,588,1,34,5,33,397,58,1586,997,525,8
70.5,1786,1639,614,2,34,4,27,400,61,1573,986,549,8
71.5,1812,1633,594,2,33,5,28,390,70,1598,991,519,8
72.5,1864,1626,549,4,34,2,30,396,62,1646,977,485,8
73.5,1844,1613,582,4,31,5,27,400,61,1629,963,516,8
74.5,1833,1611,595,4,33,3,20,391,77,1625,968,515,8
75.5,1842,1625,572,5,32,3,21,401,66,1632,973,503,8
76.5,1843,1650,546,2,34,4,23,408,57,1634,989,485,8
77.5,1862,1675,502,2,35,3,19,415,54,1657,1006,445,8
78.5,1782,1666,591,2,35,3,22,403,63,1574,1009,525,8
79.5,1787,1681,571,1,37,2,22,408,58,1580,1017,511,8
80.5,1780,1668,591,1,37,2,22,405,61,1573,1007,528,8
81.5,1799,1670,570,1,37,2,21,400,67,1593,1014,501,8
82.5,1816,1699,524,2,36,2,24,412,52,1606,1032,470,8
83.5,1782,1697,560,2,35,3,18,415,55,1578,1028,502,8
84.5,1748,1705,586,2,33,5,14,413,61,1548,1040,520,8
85.5,1752,1736,551,4,32,4,17,423,48,1547,1062,499,8
86.5,1735,1767,537,5,30,5,13,429,46,1533,1089,486,8
87.5,1751,1731,557,6,31,3,15,421,52,1546,1060,502,8
88.5,1760,1733,546,6,30,4,14,410,64,1556,1074,478,8
89.5,1726,1740,573,3,33,4,12,415,61,1527,1073,508,8
90.5,1738,1730,571,5,32,3,11,418,59,1538,1061,509,8
91.5,1737,1714,588,6,30,4,11,428,49,1536,1037,535,8
92.5,1769,1685,585,5,31,4,13,418,57,1567,1017,524,8
93.5,1779,1669,591,5,31,4,13,418,57,1577,1001,530,8
94.5,1821,1648,570,7,30,3,16,413,59,1614,986,508,8
95.5,1829,1628,582,6,26,8,13,410,65,1626,973,509,8
96.5,1827,1618,594,8,26,6,16,418,54,1619,955,534,8
97.5,1842,1620,577,4,29,7,18,428,42,1636,944,528,8
98.5,1877,1602,560,4,28,8,19,413,56,1670,942,496,8
99.5,1879,1609,551,3,30,7,21,403,64,1671,957,480,8
100.5,1857,1604,578,5,30,5,21,409,58,1647,946,515,8
101.5,1817,1605,617,4,32,4,22,394,72,1607,960,541,8
102.5,1839,1601,599,6,30,4,25,393,70,1624,959,525,8
103.5,1849,1611,579,7,29,4,25,405,58,1633,958,517,8
104.5,1856,1598,585,8,28,4,23,403,62,1641,948,519,8
105.5,1851,1629,559,8,29,3,21,420,47,1638,961,509,8
106.5,1846,1614,579,8,26,6,15,415,58,1639,954,515,8
107.5,1831,1628,580,8,27,5,13,411,64,1626,971,511,8
108.5,1827,1672,540,7,29,4,9,431,48,1627,993,488,8
109.5,1821,1650,568,6,30,4,11,424,53,1620,977,511,8
110.5,1812,1644,583,5,33,2,11,408,69,1612,984,512,8
111.5,1838,1625,576,4,31,5,12,411,65,1638,964,506,8
112.5,1842,1620,577,4,35,1,14,409,65,1640,957,511,8
113.5,1850,1620,569,2,36,2,15,407,66,1649,958,501,8
114.5,1837,1610,592,2,36,2,16,410,62,1635,945,528,8
115.5,1827,1620,592,2,35,3,16,408,64,1625,958,525,8
116.5,1841,1621,577,2,34,4,17,406,65,1638,962,508,8
117.5,1815,1646,578,2,35,3,14,414,60,1615,978,515,8
118.5,1808,1675,556,2,37,1,14,417,57,1608,1002,498,8
119.5,1791,1656,592,2,33,5,23,395,70,1582,1009,517,8
120.5,1819,1657,563,4,35,1,34,398,56,1597,1005,506,8
121.5,1779,1672,588,3,35,2,35,398,55,1557,1020,531,8
122.5,1789,1663,587,3,32,5,39,396,53,1563,1016,529,8
123.5,1829,1665,545,4,30,6,38,401,49,1603,1015,490,8
124.5,1838,1664,537,6,33,1,30,414,44,1618,998,492,8
125.5,1837,1662,540,6,33,1,25,421,42,1622,989,497,8
126.5,1799,1690,550,5,31,4,26,419,43,1584,1021,503,8
127.5,1813,1662,564,6,30,4,26,409,53,1597,1004,507,8
128.5,1817,1636,586,6,32,2,26,411,51,1601,974,533,8
129.5,1811,1613,615,6,31,3,23,392,73,1598,971,539,8
130.5,1815,1631,593,7,30,3,24,398,66,1600,984,524,8
131.5,1831,1631,577,6,27,7,28,404,56,1613,981,514,8
132.5,1821,1650,568,9,26,5,27,404,57,1601,1001,506,8
133.5,1797,1649,593,9,26,5,28,410,50,1576,994,538,8
134.5,1838,1632,569,9,27,4,32,401,55,1613,985,510,8
135.5,1842,1635,562,9,26,5,38,394,56,1611,996,501,8
136.5,1843,1647,549,8,26,6,28,400,60,1623,1002,483,8
137.5,1836,1651,552,9,24,7,36,402,50,1607,1006,495,8
138.5,1825,1651,563,8,23,9,34,395,59,1599,1014,495,8
139.5,1841,1646,552,10,24,6,32,391,65,1615,1012,481,8
140.5,1825,1626,588,9,22,9,39,398,51,1593,987,528,8
141.5,1794,1617,628,13,24,3,41,385,62,1556,989,563,8
142.5,1806,1618,615,13,23,4,45,383,60,1564,993,551,8
143.5,1814,1606,619,12,24,4,47,381,60,1571,982,555,8
144.5,1830,1611,598,8,24,8,41,380,67,1597,988,523,8
145.5,1816,1610,613,9,23,8,38,374,76,1585,994,529,8
146.5,1838,1637,564,8,26,6,48,382,58,1598,1010,500,8
147.5,1834,1641,564,9,25,6,47,377,64,1594,1020,494,8
148.5,1812,1654,573,7,27,6,52,380,56,1569,1028,511,8
149.5,1789,1650,600,4,30,6,51,367,70,1550,1034,524,8
150.5,1803,1653,583,5,30,5,54,367,67,1560,1037,511,8
151.5,1800,1657,582,4,30,6,51,374,63,1561,1034,513,8
152.5,1778,1655,606,4,31,5,44,372,72,1546,1033,529,8
153.5,1768,1644,627,5,27,8,39,380,69,1540,1018,550,8
154.5,1785,1663,591,8,28,4,36,383,69,1557,1033,518,8
155.5,1795,1658,586,9,26,5,40,372,76,1562,1041,505,8
156.5,1820,1663,556,8,25,7,50,364,74,1578,1055,475,8
157.5,1784,1686,569,6,25,9,62,375,51,1532,1067,509,8
158.5,1755,1694,590,9,26,5,50,385,53,1512,1064,532,8
159.5,1754,1685,600,8,26,6,44,388,56,1518,1052,538,8
160.5,1753,1670,616,7,25,8,49,376,63,1513,1050,545,8
161.5,1750,1648,641,8,25,7,47,388,53,1511,1016,581,8
162.5,1799,1630,610,9,27,4,48,382,58,1558,1002,548,8
163.5,1847,1622,570,9,24,7,53,367,68,1601,1012,495,8
164.5,1852,1584,603,9,23,8,49,363,76,1610,979,519,8
165.5,1843,1578,618,11,23,6,46,366,76,1602,970,536,8
166.5,1858,1589,592,8,25,7,51,389,48,1615,956,537,8
167.5,1863,1593,583,6,27,7,40,390,58,1633,957,518,8
168,1833,1614,592,4,31,5,41,383,64,1604,981,523,8
