"tick","total_believers","total_fact_checkers","total_susceptibles","influencer_believers","influencer_fact_checkers","influencer_susceptibles","scholar_believers","scholar_fact_checkers","scholar_susceptibles","normal_believers","normal_fact_checkers","normal_susceptibles","run_id"
30.5,1808,1652,579,5,32,3,22,406,60,1601,991,516,2
31.5,1785,1678,576,4,30,6,31,403,54,1570,1022,516,2
32.5,1784,1679,576,7,30,3,18,410,60,1579,1016,513,2
33.5,1786,1660,593,7,30,3,16,400,72,1583,1007,518,2
34.5,1766,1653,620,7,31,2,21,411,56,1558,988,562,2
35.5,1810,1637,592,7,29,4,21,415,52,1602,970,536,2
36.5,1866,1633,540,7,27,6,21,423,44,1658,960,490,2
37.5,1860,1630,549,9,27,4,12,426,50,1659,954,495,2
38.5,1865,1598,576,8,27,5,19,413,56,1658,935,515,2
39.5,1858,1580,601,8,27,5,30,399,59,1640,931,537,2
40.5,1846,1592,601,6,29,5,30,393,65,1630,947,531,2
41.5,1860,1592,587,8,28,4,36,396,56,1636,945,527,2
42.5,1846,1585,608,7,28,5,41,386,61,1618,948,542,2
43.5,1863,1568,608,5,30,5,44,385,59,1634,930,544,2
44.5,1847,1576,616,4,30,6,38,391,59,1625,932,551,2
45.5,1833,1582,624,4,28,8,36,394,58,1613,937,558,2
46.5,1888,1582,569,5,29,6,37,385,66,1666,945,497,2
47.5,1882,1583,574,5,27,8,34,377,77,1663,956,489,2
48.5,1855,1583,601,8,26,6,39,380,69,1628,954,526,2
49.5,1833,1614,592,10,25,5,27,402,59,1616,964,528,2
50.5,1803,1641,595,8,25,7,28,407,53,1587,986,535,2
51.5,1763,1665,611,7,27,6,30,406,52,1546,1009,553,2
52.5,1814,1657,568,9,26,5,30,396,62,1595,1012,501,2
53.5,1808,1654,577,12,25,3,29,404,55,1587,1002,519,2
54.5,1820,1644,575,8,28,4,24,405,59,1608,988,512,2
55.5,1838,1623,578,8,29,3,30,407,51,1620,964,524,2
56.5,1803,1608,628,6,33,1,24,391,73,1593,961,554,2
57.5,1821,1619,599,5,33,2,29,395,64,1607,968,533,2
58.5,1862,1603,574,5,31,4,33,395,60,1644,954,510,2
59.5,1869,1595,575,6,33,1,35,400,53,1648,939,521,2
60.5,1865,1592,582,7,32,1,30,410,48,1648,927,533,2
61.5,1879,1596,564,5,31,4,27,414,47,1667,928,513,2
62.5,1844,1610,585,3,30,7,26,417,45,1635,940,533,2
63.5,1842,1633,564,3,30,7,22,411,55,1637,969,502,2
64.5,1833,1636,570,4,31,5,17,419,52,1632,963,513,2
65.5,1821,1656,562,3,32,5,19,420,49,1619,981,508,2
66.5,1842,1641,556,3,33,4,18,421,49,1641,964,503,2
67.5,1827,1620,592,3,32,5,16,422,50,1628,943,537,2
68.5,1827,1607,605,4,32,4,13,409,66,1630,943,535,2
69.5,1838,1618,583,2,32,6,11,415,62,1645,948,515,2
70.5,1820,1618,601,2,32,6,14,408,66,1624,955,529,2
71.5,1831,1632,576,4,29,7,18,407,63,1629,973,506,2
72.5,1795,1626,618,5,28,7,17,402,69,1593,973,542,2
73.5,1807,1638,594,6,27,7,22,411,55,1599,977,532,2
74.5,1801,1647,591,6,29,5,22,409,57,1593,986,529,2
75.5,1794,1634,611,5,28,7,23,409,56,1586,974,548,2
76.5,1829,1618,592,4,30,6,34,403,51,1611,962,535,2
77.5,1821,1619,599,6,27,7,30,394,64,1605,975,528,2
78.5,1781,1651,607,6,29,5,27,404,57,1568,995,545,2
79.5,1790,1657,592,4,28,8,20,412,56,1586,994,528,2
80.5,1776,1658,605,7,27,6,17,412,59,1572,996,540,2
81.5,1797,1662,580,6,28,6,18,420,50,1593,991,524,2
82.5,1766,1653,620,8,29,3,19,409,60,1559,992,557,2
83.5,1804,1666,569,8,28,4,28,412,48,1588,1003,517,2
84.5,1763,1691,585,5,28,7,28,409,51,1550,1031,527,2
85.5,1814,1672,553,6,29,5,25,398,65,1603,1022,483,2
86.5,1780,1660,599,9,29,2,26,393,69,1565,1015,528,2
87.5,1780,1636,623,8,26,6,35,387,66,1557,1000,551,2
88.5,1810,1659,570,10,27,3,34,402,52,1586,1007,515,2
89.5,1822,1663,554,11,25,4,28,402,58,1603,1013,492,2
90.5,1781,1692,566,8,26,6,28,406,54,1565,1037,506,2
91.5,1787,1701,551,10,25,5,28,401,59,1569,1052,487,2
92.5,1762,1703,574,10,25,5,31,401,56,1541,1054,513,2
93.5,1724,1680,635,9,27,4,25,397,66,1510,1033,565,2
94.5,1756,1676,607,7,28,5,28,396,64,1541,1029,538,2
95.5,1781,1664,594,8,28,4,28,395,65,1565,1018,525,2
96.5,1767,1658,614,6,32,2,34,389,65,1547,1014,547,2
97.5,1805,1648,586,6,33,1,35,394,59,1584,998,526,2
98.5,1820,1638,581,6,33,1,27,408,53,1607,974,527,2
99.5,1795,1641,603,4,33,3,22,411,55,1589,974,545,2
100.5,1802,1634,603,2,36,2,22,415,51,1598,960,550,2
101.5,1790,1625,624,2,34,4,21,411,56,1587,957,564,2
102.5,1820,1635,584,4,31,5,24,414,50,1612,967,529,2
103.5,1814,1618,607,5,33,2,17,407,64,1612,955,541,2
104.5,1845,1610,584,7,32,1,34,401,53,1624,954,530,2
105.5,1858,1610,571,6,31,3,34,396,58,1638,960,510,2
106.5,1872,1601,566,5,32,3,41,387,60,1646,959,503,2
107.5,1900,1562,577,7,31,2,53,368,67,1660,940,508,2
108.5,1890,1567,582,7,29,4,64,360,64,1639,955,514,2
109.5,1850,1583,606,8,29,3,64,365,59,1598,966,544,2
110.5,1869,1602,568,6,31,3,64,376,48,1619,972,517,2
111.5,1862,1604,573,5,30,5,61,365,62,1616,986,506,2
112.5,1812,1606,621,5,30,5,61,351,76,1566,1002,540,2
113.5,1821,1608,610,5,30,5,59,356,73,1577,999,532,2
114.5,1846,1618,575,7,31,2,54,361,73,1605,1003,500,2
115.5,1861,1613,565,8,31,1,49,365,74,1624,994,490,2
116.5,1829,1643,567,7,32,1,50,380,58,1592,1008,508,2
117.5,1816,1657,566,6,33,1,45,393,50,1585,1008,515,2
118.5,1800,1673,566,3,34,3,45,386,57,1572,1030,506,2
119.5,1772,1690,577,3,33,4,39,389,60,1550,1045,513,2
120.5,1776,1710,553,2,35,3,27,403,58,1567,1049,492,2
121.5,1799,1700,540,4,35,1,26,407,55,1589,1035,484,2
122.5,1768,1713,558,4,34,2,24,395,69,1560,1061,487,2
123.5,1747,1723,569,3,33,4,20,403,65,1544,1064,500,2
124.5,1729,1702,608,4,32,4,23,399,66,1522,1048,538,2
125.5,1752,1686,601,4,33,3,25,399,64,1543,1031,534,2
126.5,1786,1638,615,6,33,1,26,397,65,1574,985,549,2
127.5,1823,1625,591,4,33,3,33,397,58,1606,972,530,2
128.5,1843,1623,573,2,32,6,28,404,56,1633,964,511,2
129.5,1858,1639,542,2,33,5,30,403,55,1646,980,482,2
130.5,1840,1689,510,1,34,5,25,407,56,1634,1025,449,2
131.5,1832,1664,543,2,35,3,26,402,60,1624,1004,480,2
132.5,1828,1661,550,2,37,1,34,398,56,1612,1003,493,2
133.5,1811,1643,585,2,36,2,37,389,62,1592,995,521,2
134.5,1836,1653,550,3,35,2,40,392,56,1613,1003,492,2
135.5,1845,1669,525,1,39,0,33,394,61,1631,1013,464,2
136.5,1840,1658,541,0,36,4,33,397,58,1627,1002,479,2
137.5,1805,1656,578,0,34,6,31,401,56,1594,998,516,2
138.5,1800,1678,561,2,33,5,28,408,52,1590,1014,504,2
139.5,1778,1677,584,3,32,5,30,400,58,1565,1022,521,2
140.5,1772,1670,597,2,30,8,29,402,57,1561,1015,532,2
141.5,1777,1671,591,1,32,7,25,398,65,1571,1018,519,2
142.5,1811,1653,575,3,33,4,28,384,76,1600,1013,495,2
143.5,1781,1639,619,4,32,4,36,376,76,1561,1008,539,2
144.5,1792,1644,603,4,33,3,40,384,64,1568,1004,536,2
145.5,1791,1630,618,5,34,1,38,387,63,1568,986,554,2
146.5,1833,1628,578,4,33,3,34,399,55,1615,973,520,2
147.5,1852,1615,572,5,33,2,27,399,62,1640,960,508,2
148.5,1847,1619,573,3,34,3,26,395,67,1638,967,503,2
149.5,1816,1626,597,4,32,4,26,396,66,1606,975,527,2
150.5,1814,1641,584,5,32,3,33,402,53,1596,984,528,2
151.5,1820,1622,597,6,31,3,30,395,63,1604,973,531,2
152.5,1849,1607,583,5,33,2,40,377,71,1624,974,510,2
153.5,1888,1616,535,4,35,1,42,385,61,1662,973,473,2
154.5,1877,1625,537,4,34,2,39,393,56,1654,975,479,2
155.5,1836,1624,579,4,35,1,42,388,58,1610,978,520,2
156.5,1837,1610,592,2,37,1,46,388,54,1609,962,537,2
157.5,1826,1641,572,0,38,2,35,391,62,1611,989,508,2
158.5,1802,1622,615,1,36,3,37,389,62,1584,974,550,2
159.5,1830,1614,595,2,34,4,45,375,68,1603,982,523,2
160.5,1829,1606,604,3,31,6,53,366,69,1593,986,529,2
161.5,1827,1635,577,3,30,7,55,378,55,1589,1004,515,2
162.5,1812,1662,565,1,31,8,47,379,62,1584,1029,495,2
163.5,1813,1643,583,0,32,8,42,382,64,1591,1006,511,2
164.5,1815,1668,556,1,33,6,43,401,44,1591,1011,506,2
165.5,1798,1651,590,1,33,6,39,384,65,1578,1011,519,2
166.5,1808,1637,594,2,33,5,43,379,66,1583,1002,523,2
167.5,1805,1626,608,2,31,7,41,386,61,1582,986,540,2
168,1828,1664,547,4,32,4,38,390,60,1606,1019,483,2
