x,y,color,centroid_x,centroid_y
-26,-7,2,-13.0313,-1.20638
-26,-6,2,-13.0313,-1.20638
-26,-5,2,-13.0313,-1.20638
-26,-4,2,-13.0313,-1.20638
-26,-3,2,-13.0313,-1.20638
-26,-2,2,-13.0313,-1.20638
-26,-1,2,-13.0313,-1.20638
-26,0,2,-13.0313,-1.20638
-26,1,4,-23.5561,16.2664
-26,2,4,-23.5561,16.2664
-26,3,4,-23.5561,16.2664
-26,4,4,-23.5561,16.2664
-26,5,4,-23.5561,16.2664
-26,6,4,-23.5561,16.2664
-26,7,4,-23.5561,16.2664
-26,8,4,-23.5561,16.2664
-26,9,4,-23.5561,16.2664
-26,10,4,-23.5561,16.2664
-26,11,4,-23.5561,16.2664
-26,12,4,-23.5561,16.2664
-26,13,4,-23.5561,16.2664
-26,14,4,-23.5561,16.2664
-26,15,4,-23.5561,16.2664
-26,16,4,-23.5561,16.2664
-26,17,4,-23.5561,16.2664
-26,18,4,-23.5561,16.2664
-26,19,4,-23.5561,16.2664
-26,20,4,-23.5561,16.2664
-26,21,4,-23.5561,16.2664
-26,22,4,-23.5561,16.2664
-26,23,4,-23.5561,16.2664
-26,24,4,-23.5561,16.2664
-26,25,4,-23.5561,16.2664
-26,26,0,-50,-50
-26,27,4,-23.5561,16.2664
-26,28,4,-23.5561,16.2664
-26,29,4,-23.5561,16.2664
-26,30,4,-23.5561,16.2664
-26,31,0,-50,-50
-26,32,0,-50,-50
-26,33,0,-50,-50
-26,34,4,-23.5561,16.2664
-26,35,0,-50,-50
-26,36,0,-50,-50
-26,37,0,-50,-50
-26,38,0,-50,-50
-26,39,0,-50,-50
-26,40,0,-50,-50
-26,41,0,-50,-50
-26,42,0,-50,-50
-26,43,0,-50,-50
-26,44,4,-23.5561,16.2664
-26,45,0,-50,-50
-26,46,0,-50,-50
-26,47,0,-50,-50
-26,48,0,-50,-50
-26,49,4,-23.5561,16.2664
-25,-49,0,-50,-50
-25,-48,0,-50,-50
-25,-47,0,-50,-50
-25,-46,0,-50,-50
-25,-45,0,-50,-50
-25,-44,0,-50,-50
-25,-43,0,-50,-50
-25,-42,0,-50,-50
-25,-41,0,-50,-50
-25,-40,0,-50,-50
-25,-39,0,-50,-50
-25,-38,0,-50,-50
-25,-37,5,-0.424353,-23.2557
-25,-36,0,-50,-50
-25,-35,0,-50,-50
-25,-34,5,-0.424353,-23.2557
-25,-33,0,-50,-50
-25,-32,0,-50,-50
-25,-31,0,-50,-50
-25,-30,0,-50,-50
-25,-29,0,-50,-50
-25,-28,0,-50,-50
-25,-27,0,-50,-50
-25,-26,5,-0.424353,-23.2557
-25,-25,5,-0.424353,-23.2557
-25,-24,0,-50,-50
-25,-23,0,-50,-50
-25,-22,0,-50,-50
-25,-21,0,-50,-50
-25,-20,0,-50,-50
-25,-19,0,-50,-50
-25,-18,0,-50,-50
-25,-17,2,-13.0313,-1.20638
-25,-16,0,-50,-50
-25,-15,2,-13.0313,-1.20638
-25,-14,2,-13.0313,-1.20638
-25,-13,2,-13.0313,-1.20638
-25,-12,0,-50,-50
-25,-11,2,-13.0313,-1.20638
-25,-10,0,-50,-50
-25,-9,2,-13.0313,-1.20638
-25,-8,2,-13.0313,-1.20638
-25,-7,2,-13.0313,-1.20638
-25,-6,2,-13.0313,-1.20638
-25,-5,2,-13.0313,-1.20638
-25,-4,2,-13.0313,-1.20638
-25,-3,2,-13.0313,-1.20638
-25,-2,2,-13.0313,-1.20638
-25,-1,2,-13.0313,-1.20638
-25,0,2,-13.0313,-1.20638
-25,1,4,-23.5561,16.2664
-25,2,4,-23.5561,16.2664
-25,3,4,-23.5561,16.2664
-25,4,4,-23.5561,16.2664
-25,5,4,-23.5561,16.2664
-25,6,4,-23.5561,16.2664
-25,7,4,-23.5561,16.2664
-25,8,4,-23.5561,16.2664
-25,9,4,-23.5561,16.2664
-25,10,4,-23.5561,16.2664
-25,11,4,-23.5561,16.2664
-25,12,4,-23.5561,16.2664
-25,13,4,-23.5561,16.2664
-25,14,4,-23.5561,16.2664
-25,15,4,-23.5561,16.2664
-25,16,4,-23.5561,16.2664
-25,17,4,-23.5561,16.2664
-25,18,4,-23.5561,16.2664
-25,19,4,-23.5561,16.2664
-25,20,4,-23.5561,16.2664
-25,21,4,-23.5561,16.2664
-25,22,4,-23.5561,16.2664
-25,23,4,-23.5561,16.2664
-25,24,4,-23.5561,16.2664
-25,25,4,-23.5561,16.2664
-25,26,4,-23.5561,16.2664
-25,27,4,-23.5561,16.2664
-25,28,4,-23.5561,16.2664
-25,29,0,-50,-50
-25,30,4,-23.5561,16.2664
-25,31,4,-23.5561,16.2664
-25,32,0,-50,-50
-25,33,4,-23.5561,16.2664
-25,34,0,-50,-50
-25,35,4,-23.5561,16.2664
-25,36,0,-50,-50
-25,37,0,-50,-50
-25,38,4,-23.5561,16.2664
-25,39,0,-50,-50
-25,40,4,-23.5561,16.2664
-25,41,0,-50,-50
-25,42,0,-50,-50
-25,43,0,-50,-50
-25,44,0,-50,-50
-25,45,0,-50,-50
-25,46,0,-50,-50
-25,47,0,-50,-50
-25,48,0,-50,-50
-25,49,0,-50,-50
-24,-49,0,-50,-50
-24,-48,0,-50,-50
-24,-47,0,-50,-50
-24,-46,0,-50,-50
-24,-45,0,-50,-50
-24,-44,5,-0.424353,-23.2557
-24,-43,0,-50,-50
-24,-42,0,-50,-50
-24,-41,0,-50,-50
-24,-40,0,-50,-50
-24,-39,0,-50,-50
-24,-38,0,-50,-50
-24,-37,0,-50,-50
-24,-36,0,-50,-50
-24,-35,0,-50,-50
-24,-34,0,-50,-50
-24,-33,0,-50,-50
-24,-32,0,-50,-50
-24,-31,0,-50,-50
-24,-30,0,-50,-50
-24,-29,0,-50,-50
-24,-28,0,-50,-50
-24,-27,0,-50,-50
-24,-26,5,-0.424353,-23.2557
-24,-25,0,-50,-50
-24,-24,0,-50,-50
-24,-23,0,-50,-50
-24,-22,0,-50,-50
-24,-21,5,-0.424353,-23.2557
-24,-20,0,-50,-50
-24,-19,2,-13.0313,-1.20638
-24,-18,2,-13.0313,-1.20638
-24,-17,2,-13.0313,-1.20638
-24,-16,0,-50,-50
-24,-15,0,-50,-50
-24,-14,2,-13.0313,-1.20638
-24,-13,0,-50,-50
-24,-12,2,-13.0313,-1.20638
-24,-11,2,-13.0313,-1.20638
-24,-10,2,-13.0313,-1.20638
-24,-9,2,-13.0313,-1.20638
-24,-8,2,-13.0313,-1.20638
-24,-7,2,-13.0313,-1.20638
-24,-6,2,-13.0313,-1.20638
-24,-5,2,-13.0313,-1.20638
-24,-4,2,-13.0313,-1.20638
-24,-3,2,-13.0313,-1.20638
-24,-2,2,-13.0313,-1.20638
-24,-1,2,-13.0313,-1.20638
-24,0,2,-13.0313,-1.20638
-24,1,2,-13.0313,-1.20638
-24,2,4,-23.5561,16.2664
-24,3,4,-23.5561,16.2664
-24,4,4,-23.5561,16.2664
-24,5,4,-23.5561,16.2664
-24,6,4,-23.5561,16.2664
-24,7,4,-23.5561,16.2664
-24,8,4,-23.5561,16.2664
-24,9,4,-23.5561,16.2664
-24,10,4,-23.5561,16.2664
-24,11,4,-23.5561,16.2664
-24,12,4,-23.5561,16.2664
-24,13,4,-23.5561,16.2664
-24,14,4,-23.5561,16.2664
-24,15,4,-23.5561,16.2664
-24,16,4,-23.5561,16.2664
-24,17,4,-23.5561,16.2664
-24,18,4,-23.5561,16.2664
-24,19,4,-23.5561,16.2664
-24,20,4,-23.5561,16.2664
-24,21,4,-23.5561,16.2664
-24,22,4,-23.5561,16.2664
-24,23,4,-23.5561,16.2664
-24,24,4,-23.5561,16.2664
-24,25,4,-23.5561,16.2664
-24,26,4,-23.5561,16.2664
-24,27,4,-23.5561,16.2664
-24,28,4,-23.5561,16.2664
-24,29,4,-23.5561,16.2664
-24,30,4,-23.5561,16.2664
-24,31,4,-23.5561,16.2664
-24,32,4,-23.5561,16.2664
-24,33,0,-50,-50
-24,34,4,-23.5561,16.2664
-24,35,0,-50,-50
-24,36,0,-50,-50
-24,37,4,-23.5561,16.2664
-24,38,0,-50,-50
-24,39,0,-50,-50
-24,40,0,-50,-50
-24,41,0,-50,-50
-24,42,0,-50,-50
-24,43,0,-50,-50
-24,44,0,-50,-50
-24,45,0,-50,-50
-24,46,0,-50,-50
-24,47,0,-50,-50
-24,48,0,-50,-50
-24,49,0,-50,-50
-23,-49,0,-50,-50
-23,-48,0,-50,-50
-23,-47,0,-50,-50
-23,-46,0,-50,-50
-23,-45,0,-50,-50
-23,-44,0,-50,-50
-23,-43,0,-50,-50
-23,-42,0,-50,-50
-23,-41,0,-50,-50
-23,-40,0,-50,-50
-23,-39,0,-50,-50
-23,-38,0,-50,-50
-23,-37,0,-50,-50
-23,-36,5,-0.424353,-23.2557
-23,-35,0,-50,-50
-23,-34,0,-50,-50
-23,-33,0,-50,-50
-23,-32,5,-0.424353,-23.2557
-23,-31,0,-50,-50
-23,-30,0,-50,-50
-23,-29,0,-50,-50
-23,-28,0,-50,-50
-23,-27,0,-50,-50
-23,-26,0,-50,-50
-23,-25,0,-50,-50
-23,-24,5,-0.424353,-23.2557
-23,-23,5,-0.424353,-23.2557
-23,-22,5,-0.424353,-23.2557
-23,-21,0,-50,-50
-23,-20,5,-0.424353,-23.2557
-23,-19,5,-0.424353,-23.2557
-23,-18,2,-13.0313,-1.20638
-23,-17,0,-50,-50
-23,-16,2,-13.0313,-1.20638
-23,-15,2,-13.0313,-1.20638
-23,-14,2,-13.0313,-1.20638
-23,-13,0,-50,-50
-23,-12,2,-13.0313,-1.20638
-23,-11,0,-50,-50
-23,-10,2,-13.0313,-1.20638
-23,-9,2,-13.0313,-1.20638
-23,-8,2,-13.0313,-1.20638
-23,-7,2,-13.0313,-1.20638
-23,-6,2,-13.0313,-1.20638
-23,-5,2,-13.0313,-1.20638
-23,-4,2,-13.0313,-1.20638
-23,-3,2,-13.0313,-1.20638
-23,-2,2,-13.0313,-1.20638
-23,-1,2,-13.0313,-1.20638
-23,0,2,-13.0313,-1.20638
-23,1,2,-13.0313,-1.20638
-23,2,2,-13.0313,-1.20638
-23,3,4,-23.5561,16.2664
-23,4,4,-23.5561,16.2664
-23,5,4,-23.5561,16.2664
-23,6,4,-23.5561,16.2664
-23,7,4,-23.5561,16.2664
-23,8,4,-23.5561,16.2664
-23,9,4,-23.5561,16.2664
-23,10,4,-23.5561,16.2664
-23,11,4,-23.5561,16.2664
-23,12,4,-23.5561,16.2664
-23,13,4,-23.5561,16.2664
-23,14,4,-23.5561,16.2664
-23,15,4,-23.5561,16.2664
-23,16,4,-23.5561,16.2664
-23,17,4,-23.5561,16.2664
-23,18,4,-23.5561,16.2664
-23,19,4,-23.5561,16.2664
-23,20,4,-23.5561,16.2664
-23,21,4,-23.5561,16.2664
-23,22,4,-23.5561,16.2664
-23,23,4,-23.5561,16.2664
-23,24,4,-23.5561,16.2664
-23,25,4,-23.5561,16.2664
-23,26,4,-23.5561,16.2664
-23,27,4,-23.5561,16.2664
-23,28,4,-23.5561,16.2664
-23,29,4,-23.5561,16.2664
-23,30,4,-23.5561,16.2664
-23,31,4,-23.5561,16.2664
-23,32,4,-23.5561,16.2664
-23,33,0,-50,-50
-23,34,4,-23.5561,16.2664
-23,35,4,-23.5561,16.2664
-23,36,0,-50,-50
-23,37,0,-50,-50
-23,38,4,-23.5561,16.2664
-23,39,0,-50,-50
-23,40,4,-23.5561,16.2664
-23,41,0,-50,-50
-23,42,0,-50,-50
-23,43,0,-50,-50
-23,44,0,-50,-50
-23,45,0,-50,-50
-23,46,0,-50,-50
-23,47,0,-50,-50
-23,48,0,-50,-50
-23,49,0,-50,-50
-22,-49,0,-50,-50
-22,-48,0,-50,-50
-22,-47,0,-50,-50
-22,-46,0,-50,-50
-22,-45,0,-50,-50
-22,-44,0,-50,-50
-22,-43,0,-50,-50
-22,-42,0,-50,-50
-22,-41,0,-50,-50
-22,-40,0,-50,-50
-22,-39,0,-50,-50
-22,-38,0,-50,-50
-22,-37,0,-50,-50
-22,-36,5,-0.424353,-23.2557
-22,-35,0,-50,-50
-22,-34,0,-50,-50
-22,-33,0,-50,-50
-22,-32,0,-50,-50
-22,-31,0,-50,-50
-22,-30,0,-50,-50
-22,-29,0,-50,-50
-22,-28,5,-0.424353,-23.2557
-22,-27,0,-50,-50
-22,-26,0,-50,-50
-22,-25,5,-0.424353,-23.2557
-22,-24,0,-50,-50
-22,-23,5,-0.424353,-23.2557
-22,-22,5,-0.424353,-23.2557
-22,-21,5,-0.424353,-23.2557
-22,-20,5,-0.424353,-23.2557
-22,-19,5,-0.424353,-23.2557
-22,-18,5,-0.424353,-23.2557
-22,-17,0,-50,-50
-22,-16,0,-50,-50
-22,-15,2,-13.0313,-1.20638
-22,-14,0,-50,-50
-22,-13,0,-50,-50
-22,-12,2,-13.0313,-1.20638
-22,-11,2,-13.0313,-1.20638
-22,-10,2,-13.0313,-1.20638
-22,-9,2,-13.0313,-1.20638
-22,-8,2,-13.0313,-1.20638
-22,-7,2,-13.0313,-1.20638
-22,-6,2,-13.0313,-1.20638
-22,-5,2,-13.0313,-1.20638
-22,-4,2,-13.0313,-1.20638
-22,-3,2,-13.0313,-1.20638
-22,-2,2,-13.0313,-1.20638
-22,-1,2,-13.0313,-1.20638
-22,0,2,-13.0313,-1.20638
-22,1,2,-13.0313,-1.20638
-22,2,2,-13.0313,-1.20638
-22,3,2,-13.0313,-1.20638
-22,4,4,-23.5561,16.2664
-22,5,4,-23.5561,16.2664
-22,6,4,-23.5561,16.2664
-22,7,4,-23.5561,16.2664
-22,8,4,-23.5561,16.2664
-22,9,4,-23.5561,16.2664
-22,10,4,-23.5561,16.2664
-22,11,4,-23.5561,16.2664
-22,12,4,-23.5561,16.2664
-22,13,4,-23.5561,16.2664
-22,14,4,-23.5561,16.2664
-22,15,4,-23.5561,16.2664
-22,16,4,-23.5561,16.2664
-22,17,4,-23.5561,16.2664
-22,18,4,-23.5561,16.2664
-22,19,4,-23.5561,16.2664
-22,20,4,-23.5561,16.2664
-22,21,4,-23.5561,16.2664
-22,22,4,-23.5561,16.2664
-22,23,4,-23.5561,16.2664
-22,24,4,-23.5561,16.2664
-22,25,4,-23.5561,16.2664
-22,26,4,-23.5561,16.2664
-22,27,4,-23.5561,16.2664
-22,28,4,-23.5561,16.2664
-22,29,4,-23.5561,16.2664
-22,30,4,-23.5561,16.2664
-22,31,4,-23.5561,16.2664
-22,32,4,-23.5561,16.2664
-22,33,4,-23.5561,16.2664
-22,34,4,-23.5561,16.2664
-22,35,0,-50,-50
-22,36,0,-50,-50
-22,37,0,-50,-50
-22,38,0,-50,-50
-22,39,4,-23.5561,16.2664
-22,40,0,-50,-50
-22,41,0,-50,-50
-22,42,0,-50,-50
-22,43,0,-50,-50
-22,44,0,-50,-50
-22,45,0,-50,-50
-22,46,0,-50,-50
-22,47,0,-50,-50
-22,48,0,-50,-50
-22,49,0,-50,-50
-21,-49,0,-50,-50
-21,-48,0,-50,-50
-21,-47,0,-50,-50
-21,-46,0,-50,-50
-21,-45,0,-50,-50
-21,-44,0,-50,-50
-21,-43,0,-50,-50
-21,-42,0,-50,-50
-21,-41,0,-50,-50
-21,-40,0,-50,-50
-21,-39,0,-50,-50
-21,-38,0,-50,-50
-21,-37,0,-50,-50
-21,-36,0,-50,-50
-21,-35,0,-50,-50
-21,-34,0,-50,-50
-21,-33,0,-50,-50
-21,-32,0,-50,-50
-21,-31,5,-0.424353,-23.2557
-21,-30,5,-0.424353,-23.2557
-21,-29,0,-50,-50
-21,-28,0,-50,-50
-21,-27,5,-0.424353,-23.2557
-21,-26,0,-50,-50
-21,-25,5,-0.424353,-23.2557
-21,-24,5,-0.424353,-23.2557
-21,-23,0,-50,-50
-21,-22,5,-0.424353,-23.2557
-21,-21,0,-50,-50
-21,-20,0,-50,-50
-21,-19,5,-0.424353,-23.2557
-21,-18,5,-0.424353,-23.2557
-21,-17,2,-13.0313,-1.20638
-21,-16,2,-13.0313,-1.20638
-21,-15,2,-13.0313,-1.20638
-21,-14,2,-13.0313,-1.20638
-21,-13,2,-13.0313,-1.20638
-21,-12,2,-13.0313,-1.20638
-21,-11,2,-13.0313,-1.20638
-21,-10,0,-50,-50
-21,-9,2,-13.0313,-1.20638
-21,-8,2,-13.0313,-1.20638
-21,-7,2,-13.0313,-1.20638
-21,-6,2,-13.0313,-1.20638
-21,-5,2,-13.0313,-1.20638
-21,-4,2,-13.0313,-1.20638
-21,-3,2,-13.0313,-1.20638
-21,-2,2,-13.0313,-1.20638
-21,-1,2,-13.0313,-1.20638
-21,0,2,-13.0313,-1.20638
-21,1,2,-13.0313,-1.20638
-21,2,2,-13.0313,-1.20638
-21,3,2,-13.0313,-1.20638
-21,4,2,-13.0313,-1.20638
-21,5,4,-23.5561,16.2664
-21,6,4,-23.5561,16.2664
-21,7,4,-23.5561,16.2664
-21,8,4,-23.5561,16.2664
-21,9,4,-23.5561,16.2664
-21,10,4,-23.5561,16.2664
-21,11,4,-23.5561,16.2664
-21,12,4,-23.5561,16.2664
-21,13,4,-23.5561,16.2664
-21,14,4,-23.5561,16.2664
-21,15,4,-23.5561,16.2664
-21,16,4,-23.5561,16.2664
-21,17,4,-23.5561,16.2664
-21,18,4,-23.5561,16.2664
-21,19,4,-23.5561,16.2664
-21,20,4,-23.5561,16.2664
-21,21,4,-23.5561,16.2664
-21,22,4,-23.5561,16.2664
-21,23,4,-23.5561,16.2664
-21,24,4,-23.5561,16.2664
-21,25,4,-23.5561,16.2664
-21,26,4,-23.5561,16.2664
-21,27,4,-23.5561,16.2664
-21,28,4,-23.5561,16.2664
-21,29,4,-23.5561,16.2664
-21,30,4,-23.5561,16.2664
-21,31,4,-23.5561,16.2664
-21,32,0,-50,-50
-21,33,4,-23.5561,16.2664
-21,34,4,-23.5561,16.2664
-21,35,4,-23.5561,16.2664
-21,36,0,-50,-50
-21,37,4,-23.5561,16.2664
-21,38,0,-50,-50
-21,39,0,-50,-50
-21,40,0,-50,-50
-21,41,0,-50,-50
-21,42,4,-23.5561,16.2664
-21,43,4,-23.5561,16.2664
-21,44,4,-23.5561,16.2664
-21,45,0,-50,-50
-21,46,0,-50,-50
-21,47,0,-50,-50
-21,48,0,-50,-50
-21,49,0,-50,-50
-20,-49,5,-0.424353,-23.2557
-20,-48,0,-50,-50
-20,-47,0,-50,-50
-20,-46,0,-50,-50
-20,-45,0,-50,-50
-20,-44,0,-50,-50
-20,-43,0,-50,-50
-20,-42,0,-50,-50
-20,-41,0,-50,-50
-20,-40,0,-50,-50
-20,-39,0,-50,-50
-20,-38,0,-50,-50
-20,-37,0,-50,-50
-20,-36,0,-50,-50
-20,-35,0,-50,-50
-20,-34,5,-0.424353,-23.2557
-20,-33,0,-50,-50
-20,-32,5,-0.424353,-23.2557
-20,-31,0,-50,-50
-20,-30,5,-0.424353,-23.2557
-20,-29,5,-0.424353,-23.2557
-20,-28,0,-50,-50
-20,-27,5,-0.424353,-23.2557
-20,-26,5,-0.424353,-23.2557
-20,-25,5,-0.424353,-23.2557
-20,-24,0,-50,-50
-20,-23,5,-0.424353,-23.2557
-20,-22,5,-0.424353,-23.2557
-20,-21,5,-0.424353,-23.2557
-20,-20,5,-0.424353,-23.2557
-20,-19,5,-0.424353,-23.2557
-20,-18,5,-0.424353,-23.2557
-20,-17,0,-50,-50
-20,-16,0,-50,-50
-20,-15,0,-50,-50
-20,-14,2,-13.0313,-1.20638
-20,-13,2,-13.0313,-1.20638
-20,-12,2,-13.0313,-1.20638
-20,-11,2,-13.0313,-1.20638
-20,-10,2,-13.0313,-1.20638
-20,-9,2,-13.0313,-1.20638
-20,-8,2,-13.0313,-1.20638
-20,-7,2,-13.0313,-1.20638
-20,-6,2,-13.0313,-1.20638
-20,-5,2,-13.0313,-1.20638
-20,-4,2,-13.0313,-1.20638
-20,-3,2,-13.0313,-1.20638
-20,-2,2,-13.0313,-1.20638
-20,-1,2,-13.0313,-1.20638
-20,0,2,-13.0313,-1.20638
-20,1,2,-13.0313,-1.20638
-20,2,2,-13.0313,-1.20638
-20,3,2,-13.0313,-1.20638
-20,4,2,-13.0313,-1.20638
-20,5,4,-23.5561,16.2664
-20,6,4,-23.5561,16.2664
-20,7,4,-23.5561,16.2664
-20,8,4,-23.5561,16.2664
-20,9,4,-23.5561,16.2664
-20,10,4,-23.5561,16.2664
-20,11,4,-23.5561,16.2664
-20,12,4,-23.5561,16.2664
-20,13,4,-23.5561,16.2664
-20,14,4,-23.5561,16.2664
-20,15,4,-23.5561,16.2664
-20,16,4,-23.5561,16.2664
-20,17,4,-23.5561,16.2664
-20,18,4,-23.5561,16.2664
-20,19,4,-23.5561,16.2664
-20,20,4,-23.5561,16.2664
-20,21,4,-23.5561,16.2664
-20,22,4,-23.5561,16.2664
-20,23,4,-23.5561,16.2664
-20,24,4,-23.5561,16.2664
-20,25,4,-23.5561,16.2664
-20,26,4,-23.5561,16.2664
-20,27,4,-23.5561,16.2664
-20,28,4,-23.5561,16.2664
-20,29,4,-23.5561,16.2664
-20,30,0,-50,-50
-20,31,4,-23.5561,16.2664
-20,32,4,-23.5561,16.2664
-20,33,0,-50,-50
-20,34,4,-23.5561,16.2664
-20,35,4,-23.5561,16.2664
-20,36,0,-50,-50
-20,37,4,-23.5561,16.2664
-20,38,4,-23.5561,16.2664
-20,39,4,-23.5561,16.2664
-20,40,0,-50,-50
-20,41,0,-50,-50
-20,42,4,-23.5561,16.2664
-20,43,0,-50,-50
-20,44,0,-50,-50
-20,45,0,-50,-50
-20,46,0,-50,-50
-20,47,0,-50,-50
-20,48,0,-50,-50
-20,49,4,-23.5561,16.2664
-19,-49,0,-50,-50
-19,-48,5,-0.424353,-23.2557
-19,-47,0,-50,-50
-19,-46,0,-50,-50
-19,-45,0,-50,-50
-19,-44,0,-50,-50
-19,-43,0,-50,-50
-19,-42,0,-50,-50
-19,-41,5,-0.424353,-23.2557
-19,-40,0,-50,-50
-19,-39,5,-0.424353,-23.2557
-19,-38,0,-50,-50
-19,-37,0,-50,-50
-19,-36,0,-50,-50
-19,-35,0,-50,-50
-19,-34,5,-0.424353,-23.2557
-19,-33,5,-0.424353,-23.2557
-19,-32,5,-0.424353,-23.2557
-19,-31,0,-50,-50
-19,-30,0,-50,-50
-19,-29,5,-0.424353,-23.2557
-19,-28,0,-50,-50
-19,-27,0,-50,-50
-19,-26,0,-50,-50
-19,-25,5,-0.424353,-23.2557
-19,-24,5,-0.424353,-23.2557
-19,-23,0,-50,-50
-19,-22,5,-0.424353,-23.2557
-19,-21,0,-50,-50
-19,-20,5,-0.424353,-23.2557
-19,-19,5,-0.424353,-23.2557
-19,-18,5,-0.424353,-23.2557
-19,-17,2,-13.0313,-1.20638
-19,-16,0,-50,-50
-19,-15,2,-13.0313,-1.20638
-19,-14,2,-13.0313,-1.20638
-19,-13,2,-13.0313,-1.20638
-19,-12,2,-13.0313,-1.20638
-19,-11,2,-13.0313,-1.20638
-19,-10,2,-13.0313,-1.20638
-19,-9,2,-13.0313,-1.20638
-19,-8,2,-13.0313,-1.20638
-19,-7,2,-13.0313,-1.20638
-19,-6,2,-13.0313,-1.20638
-19,-5,2,-13.0313,-1.20638
-19,-4,2,-13.0313,-1.20638
-19,-3,2,-13.0313,-1.20638
-19,-2,2,-13.0313,-1.20638
-19,-1,2,-13.0313,-1.20638
-19,0,2,-13.0313,-1.20638
-19,1,2,-13.0313,-1.20638
-19,2,2,-13.0313,-1.20638
-19,3,2,-13.0313,-1.20638
-19,4,2,-13.0313,-1.20638
-19,5,4,-23.5561,16.2664
-19,6,4,-23.5561,16.2664
-19,7,4,-23.5561,16.2664
-19,8,4,-23.5561,16.2664
-19,9,4,-23.5561,16.2664
-19,10,4,-23.5561,16.2664
-19,11,4,-23.5561,16.2664
-19,12,4,-23.5561,16.2664
-19,13,4,-23.5561,16.2664
-19,14,4,-23.5561,16.2664
-19,15,4,-23.5561,16.2664
-19,16,4,-23.5561,16.2664
-19,17,4,-23.5561,16.2664
-19,18,4,-23.5561,16.2664
-19,19,4,-23.5561,16.2664
-19,20,4,-23.5561,16.2664
-19,21,4,-23.5561,16.2664
-19,22,4,-23.5561,16.2664
-19,23,4,-23.5561,16.2664
-19,24,4,-23.5561,16.2664
-19,25,4,-23.5561,16.2664
-19,26,4,-23.5561,16.2664
-19,27,4,-23.5561,16.2664
-19,28,4,-23.5561,16.2664
-19,29,4,-23.5561,16.2664
-19,30,4,-23.5561,16.2664
-19,31,4,-23.5561,16.2664
-19,32,4,-23.5561,16.2664
-19,33,4,-23.5561,16.2664
-19,34,0,-50,-50
-19,35,4,-23.5561,16.2664
-19,36,0,-50,-50
-19,37,4,-23.5561,16.2664
-19,38,0,-50,-50
-19,39,4,-23.5561,16.2664
-19,40,4,-23.5561,16.2664
-19,41,0,-50,-50
-19,42,0,-50,-50
-19,43,0,-50,-50
-19,44,0,-50,-50
-19,45,0,-50,-50
-19,46,0,-50,-50
-19,47,0,-50,-50
-19,48,0,-50,-50
-19,49,0,-50,-50
-18,-49,0,-50,-50
-18,-48,0,-50,-50
-18,-47,0,-50,-50
-18,-46,0,-50,-50
-18,-45,0,-50,-50
-18,-44,0,-50,-50
-18,-43,0,-50,-50
-18,-42,0,-50,-50
-18,-41,0,-50,-50
-18,-40,0,-50,-50
-18,-39,0,-50,-50
-18,-38,5,-0.424353,-23.2557
-18,-37,0,-50,-50
-18,-36,5,-0.424353,-23.2557
-18,-35,5,-0.424353,-23.2557
-18,-34,0,-50,-50
-18,-33,5,-0.424353,-23.2557
-18,-32,5,-0.424353,-23.2557
-18,-31,5,-0.424353,-23.2557
-18,-30,0,-50,-50
-18,-29,5,-0.424353,-23.2557
-18,-28,5,-0.424353,-23.2557
-18,-27,0,-50,-50
-18,-26,0,-50,-50
-18,-25,5,-0.424353,-23.2557
-18,-24,0,-50,-50
-18,-23,5,-0.424353,-23.2557
-18,-22,5,-0.424353,-23.2557
-18,-21,5,-0.424353,-23.2557
-18,-20,5,-0.424353,-23.2557
-18,-19,5,-0.424353,-23.2557
-18,-18,5,-0.424353,-23.2557
-18,-17,5,-0.424353,-23.2557
-18,-16,2,-13.0313,-1.20638
-18,-15,0,-50,-50
-18,-14,0,-50,-50
-18,-13,2,-13.0313,-1.20638
-18,-12,2,-13.0313,-1.20638
-18,-11,2,-13.0313,-1.20638
-18,-10,2,-13.0313,-1.20638
-18,-9,2,-13.0313,-1.20638
-18,-8,2,-13.0313,-1.20638
-18,-7,2,-13.0313,-1.20638
-18,-6,2,-13.0313,-1.20638
-18,-5,2,-13.0313,-1.20638
-18,-4,2,-13.0313,-1.20638
-18,-3,2,-13.0313,-1.20638
-18,-2,2,-13.0313,-1.20638
-18,-1,2,-13.0313,-1.20638
-18,0,2,-13.0313,-1.20638
-18,1,2,-13.0313,-1.20638
-18,2,2,-13.0313,-1.20638
-18,3,2,-13.0313,-1.20638
-18,4,2,-13.0313,-1.20638
-18,5,2,-13.0313,-1.20638
-18,6,4,-23.5561,16.2664
-18,7,4,-23.5561,16.2664
-18,8,4,-23.5561,16.2664
-18,9,4,-23.5561,16.2664
-18,10,4,-23.5561,16.2664
-18,11,4,-23.5561,16.2664
-18,12,4,-23.5561,16.2664
-18,13,4,-23.5561,16.2664
-18,14,4,-23.5561,16.2664
-18,15,4,-23.5561,16.2664
-18,16,4,-23.5561,16.2664
-18,17,4,-23.5561,16.2664
-18,18,4,-23.5561,16.2664
-18,19,4,-23.5561,16.2664
-18,20,4,-23.5561,16.2664
-18,21,4,-23.5561,16.2664
-18,22,4,-23.5561,16.2664
-18,23,4,-23.5561,16.2664
-18,24,4,-23.5561,16.2664
-18,25,4,-23.5561,16.2664
-18,26,4,-23.5561,16.2664
-18,27,4,-23.5561,16.2664
