tick,agent_id,x,y,color
2,387,-16.9041,-5.53987,2
2,351,6,-10,7
2,331,7,15,3
2,339,-16,1,2
2,419,12,8,3
2,379,13,10,3
2,15,12,9,3
2,127,10,4,7
2,47,12,7,3
2,275,-8,-5,2
2,267,13,11,3
2,415,0,-8,7
2,131,-1,5,7
2,163,8.10879,-0.571298,7
2,23,12,9,3
2,383,8,17,3
2,31,10,4,7
2,263,5,-14,5
2,399,-3,-22,5
2,235,-1,-1,7
2,435,-18,5,2
2,167,-7.26834,10.2488,1
2,251,13,-13,5
2,143,10,5,3
2,303,14,-13,0
2,407,3.36749,-16.839,5
2,355,4.06114,-14.77,5
2,11,10,3,7
2,3,12,7,3
2,359,3,24,6
2,411,-6,8,1
2,183,4,-11,5
2,215,13,11,3
2,155,14,-13,0
2,171,-5,-2,7
2,327,-15,9,1
2,279,-4,-14,5
2,227,-3,-14,5
2,259,6,0,7
2,371,14.0441,4.30331,3
2,347,12,6,3
2,439,14.3036,-14.0593,5
2,403,2.76817,0.131485,7
2,147,13,0,7
2,191,-10,-6,2
2,67,3.1312,-2.15312,7
2,91,0,-7,7
2,219,4,9,6
2,119,-20,1,2
2,391,3,0,7
2,83,13,2,7
2,195,-1,-2,7
2,375,-27,-8,2
2,71,10,-10,7
2,395,11,6,3
2,19,3.18345,2.9155,7
2,271,7,3,7
2,179,10,4,7
2,7,12,9,3
2,443,0,-27,5
2,255,-6.82566,17.3474,1
2,99,-4.08152,-3.04552,7
2,323,2,20,6
2,103,14,6,3
2,151,10.5119,6.25357,3
2,27,13,10,3
2,207,5,-10,7
2,43,12,8,3
2,159,13,-19,5
2,335,28,0,3
2,75,14.9554,3.58879,3
2,367,-22.9139,8.52206,4
2,431,5.20369,-5.85998,7
2,111,14,-13,0
2,107,9,-8,7
2,59,13,9,3
3,67,3.46257,-1.27667,7
3,235,-1,-1,7
3,147,13,0,7
3,231,12,5,3
3,23,12,9,3
3,199,0,8,1
3,39,15.0894,9.72914,3
3,115,-3,-14,5
3,151,10.1801,6.42207,3
3,31,10,4,7
3,411,-5.44899,8.89354,1
3,331,7,15,3
3,71,10,-10,7
3,187,11,3,7
3,275,-8,-5,2
3,339,-16,1,2
3,7,12,9,3
3,407,3.16527,-16.7547,5
3,439,13.4553,-14.5889,5
3,155,14,-13,0
3,327,-15,9,1
3,303,14,-13,0
3,287,7,-3,7
3,123,-3,-14,5
3,259,6,0,7
3,167,-6.64822,10.6886,1
3,363,2,5,7
3,383,8,17,3
3,247,7.45734,2.15535,7
3,75,13.9319,4.93258,3
3,27,13,10,3
3,307,13,5,3
3,319,-3,17,6
3,107,9,-8,7
3,283,16,10,3
3,203,12,6,3
3,343,11.5861,17.3297,3
3,291,12,8,3
3,315,28,0,3
3,367,-22.1358,9.2919,4
3,55,12,9,3
3,355,3.88536,-14.7013,5
3,91,0,-7,7
3,415,0,-8,7
3,267,13,11,3
3,279,-4,-14,5
3,251,13,-13,5
3,211,8,-26,5
3,347,12,6,3
3,219,4,9,6
3,371,13.0514,5.47306,3
3,79,12,8,3
3,323,2,20,6
3,419,12,8,3
3,171,-5,-2,7
3,19,3.65988,1.16347,7
3,239,11.6854,6.2237,3
3,63,12.0877,-2.46285,7
3,15,12,9,3
3,395,11,6,3
3,207,5,-10,7
3,175,14,11,3
3,443,0,-27,5
3,143,11.1141,6.3614,3
3,47,12,7,3
3,131,-1,5,7
3,99,-2.39382,-3.328,7
3,359,3,24,6
3,83,13,2,7
3,391,3.16115,-0.788064,7
3,435,-18,5,2
3,379,13,10,3
3,255,-6.45368,15.484,1
3,423,17,-19,5
3,299,11,0,7
3,399,-3,-22,5
3,271,7,3,7
3,59,13,9,3
3,227,-3,-14,5
3,11,10,3,7
3,103,14,6,3
3,215,13,11,3
3,195,-1,-2,7
3,431,4.78007,-5.89681,7
3,427,3.48406,6.1414,7
3,43,12,8,3
3,95,13,5,3
3,127,10,4,7
3,223,16.1287,-12.5092,5
3,163,7.92272,-0.158059,7
3,3,12,7,3
3,87,12,8,3
3,111,14,-13,0
3,243,12,9,3
3,179,10,4,7
3,403,2.60699,0.00582433,7
3,311,-27,-8,2
3,295,16,3,3
3,191,-10,-6,2
3,51,12,5,3
3,119,-20,1,2
3,183,4,-11,5
3,35,3.64059,-1.08649,7
3,263,5,-14,5
3,159,12.3017,-17.1259,5
3,335,28,0,3
3,135,12,9,3
3,351,6,-10,7
3,139,10.4756,-7.50216,7
3,375,-27,-8,2
3,387,-15.5023,-5.17768,2
4,359,3,24,6
4,111,14,-13,0
4,59,13,9,3
4,131,-1,5,7
4,107,9,-8,7
4,79,12,8,3
4,439,12.6071,-15.1186,5
4,279,-4,-14,5
4,71,10,-10,7
4,291,12,8,3
4,179,10,4,7
4,247,6.28071,0.698018,7
4,315,28,0,3
4,87,12,8,3
4,155,14,-13,0
4,15,12,9,3
4,235,-1,-1,7
4,435,-18,5,2
4,407,2.53412,-16.691,5
4,259,6,0,7
4,395,11,6,3
4,267,13,11,3
4,283,16,10,3
4,431,4.8691,-4.16843,7
4,119,-20,1,2
4,415,0,-8,7
4,227,-3,-14,5
4,299,11,0,7
4,287,7,-3,7
4,327,-15,9,1
4,67,4.12081,-0.934512,7
4,275,-8,-5,2
4,443,0,-27,5
4,303,14,-13,0
4,371,12.3197,7.06441,3
4,39,13.9332,9.39182,3
4,195,-1,-2,7
4,83,13,2,7
4,199,0,8,1
4,23,12,9,3
4,323,2,20,6
4,271,7,3,7
4,211,8,-26,5
4,367,-21.5816,9.71081,4
4,319,-3,17,6
4,27,13,10,3
4,147,13,0,7
4,163,6.53714,0.330341,7
4,7,12,9,3
4,347,12,6,3
4,135,12,9,3
4,35,3.63985,-1.06418,7
4,31,10,4,7
4,363,2,5,7
4,383,8,17,3
4,419,12,8,3
4,151,11.2216,7.95802,3
4,243,12,9,3
4,139,9.18223,-7.5476,7
4,343,11.4861,16.7814,3
4,191,-10,-6,2
4,95,13,5,3
4,399,-3,-22,5
4,123,-3,-14,5
4,183,4,-11,5
4,91,1.34534,-6.19413,7
4,175,14,11,3
4,255,-5.88983,14.2335,1
4,403,2.53058,-0.0568449,7
4,331,7,15,3
4,411,-5.28229,9.0158,1
4,127,10,4,7
4,351,6,-10,7
4,47,12,7,3
4,379,13,10,3
4,355,4.35243,-15.3902,5
4,231,12,5,3
4,375,-27,-8,2
4,51,12,5,3
4,207,5,-10,7
4,103,14,6,3
4,219,4,9,6
4,339,-16,1,2
4,239,10.9862,6.78512,3
4,335,28,0,3
4,99,-0.805167,-3.50158,7
4,3,12,7,3
4,203,12,6,3
4,387,-14.1632,-3.97403,2
4,75,13.0483,5.45147,3
4,263,5,-14,5
4,171,-5,-2,7
4,63,10.1171,-2.12342,7
4,295,16,3,3
4,391,3.28255,-1.07213,7
4,159,12.0513,-16.8147,5
4,251,13,-13,5
4,11,10,3,7
4,187,11,3,7
4,115,-3,-14,5
4,143,10.6568,6.61454,3
4,215,13,11,3
4,19,3.27478,-0.74874,7
4,307,13,5,3
4,43,12,8,3
4,423,17,-19,5
4,55,12,9,3
4,427,4.28906,5.44083,7
4,311,-27,-8,2
4,167,-6.61375,10.6984,1
4,223,16.1287,-12.5092,5
5,323,2,20,6
5,211,8,-26,5
5,27,13,10,3
5,103,14,6,3
5,343,12.0951,15.9541,3
5,67,4.68919,-0.0706634,7
5,311,-27,-8,2
5,75,12.2931,5.87989,3
5,371,11.816,7.28326,3
5,299,11,0,7
5,219,4,9,6
5,355,4.1528,-15.3027,5
5,207,5,-10,7
5,419,12,8,3
5,307,13,5,3
5,247,6.14084,0.862924,7
5,411,-6.13075,10.7799,1
5,111,14,-13,0
5,131,-1,5,7
5,319,-3,17,6
5,3,12,7,3
5,251,13,-13,5
5,59,12.3384,9.34127,3
5,155,12.5635,-12.8694,5
5,91,2.32213,-4.52533,7
5,243,12,9,3
5,255,-5.58255,13.2591,1
5,439,12.6071,-15.1186,5
5,431,3.68241,-3.17581,7
5,235,-1,-1,7
5,19,3.28255,-1.07213,7
5,367,-21.1093,10.0994,4
5,359,3,24,6
5,83,12.0465,1.69856,7
5,331,7,15,3
5,391,3.28255,-1.07213,7
5,203,12,6,3
5,127,10,4,7
5,283,16,10,3
5,287,7,-3,7
5,239,11.7723,8.55115,3
5,143,10.8702,6.59062,3
5,167,-6.33255,11.1902,1
5,51,12,5,3
5,363,2,5,7
5,279,-4,-14,5
5,99,-0.772631,-2.68817,7
5,335,28,0,3
5,303,14,-13,0
5,295,16,3,3
5,47,10.7359,7.375,3
5,315,28,0,3
5,291,12,8,3
5,227,-3,-14,5
5,423,17,-19,5
5,115,-3,-14,5
5,443,-0.110727,-25.0176,5
5,215,13,11,3
5,123,-3,-14,5
5,119,-20,1,2
5,387,-13.1288,-2.73584,2
5,175,14,11,3
5,375,-27,-8,2
5,179,10,4,7
5,395,11,6,3
5,351,6,-10,7
5,427,4.96327,4.26338,7
5,11,10,3,7
5,407,2.49078,-16.673,5
5,435,-19.0327,6.70008,4
5,43,12,8,3
5,199,0,8,1
5,327,-15,9,1
5,399,-3,-22,5
5,347,12,6,3
5,275,-8,-5,2
5,135,12,9,3
5,63,9.65052,-2.73608,7
5,39,12.233,11.0004,3
5,147,13,0,7
5,195,-1,-2,7
5,139,9.30671,-7.40432,7
5,31,10,4,7
5,163,4.98311,0.321536,7
5,223,16.1287,-12.5092,5
5,267,13,11,3
5,271,7,3,7
5,79,12,8,3
5,15,12,9,3
5,415,0.998044,-6.28153,7
5,87,12,8,3
5,187,11,3,7
5,23,12.1222,8.99275,3
5,183,4,-11,5
5,151,10.9257,8.08823,3
5,379,13,10,3
5,231,12,5,3
5,55,12,9,3
5,35,3.29354,-1.10763,7
5,95,13,5,3
5,107,9,-8,7
5,263,5,-14,5
5,7,12,9,3
5,159,11.1628,-17.2735,5
5,71,10,-10,7
5,191,-10,-6,2
5,171,-5,-2,7
5,339,-16,1,2
5,383,8,17,3
5,259,6,0,7
5,403,3.29375,-1.02617,7
6,75,12.3673,5.87821,3
6,51,12,5,3
6,407,2.39068,-16.6366,5
6,119,-20,1,2
6,235,-1,-1,7
6,355,4.0404,-15.2489,5
6,15,12,9,3
6,91,3.0599,-2.73815,7
6,31,10,4,7
6,223,16.1287,-12.5092,5
6,63,8.99675,-3.32971,7
6,11,10,3,7
6,167,-6.41006,11.1369,1
6,439,12.1043,-14.2542,5
6,211,8,-26,5
6,371,11.2777,7.58578,3
6,199,0,8,1
6,243,12,9,3
6,135,12,9,3
6,327,-15,9,1
6,415,0.715208,-4.90671,7
6,423,17,-19,5
6,183,4,-11,5
6,339,-16,1,2
6,311,-27,-8,2
6,319,-3,17,6
6,427,5.07286,2.53521,7
6,131,-1,5,7
6,307,12.7031,6.94466,3
6,367,-20.6258,10.6645,4
6,43,12,8,3
6,191,-10,-6,2
6,247,4.5853,-0.353392,7
6,359,3,24,6
6,175,14,11,3
6,55,12,9,3
6,207,5,-10,7
6,419,12,8,3
6,391,3.28255,-1.07213,7
6,23,11.6124,10.9639,3
6,231,12,5,3
6,67,3.83111,-0.618421,7
6,83,10.2257,0.91228,7
6,295,16,3,3
6,147,13,0,7
6,203,12,6,3
6,103,14,6,3
6,171,-5,-2,7
6,287,7,-3,7
6,443,-0.338062,-23.3557,5
6,351,6,-10,7
6,331,7,15,3
6,399,-3,-22,5
6,19,3.28255,-1.07213,7
6,379,13,10,3
6,155,11.3961,-12.632,5
6,39,12.5035,11.1903,3
6,275,-8,-5,2
6,219,4,9,6
6,71,10,-10,7
6,403,3.3089,-1.03815,7
6,383,8,17,3
6,163,5.41816,1.24353,7
6,283,16,10,3
6,239,11.2693,8.84473,3
6,303,14,-13,0
6,299,11,0,7
6,279,-4,-14,5
6,95,13,5,3
6,87,12,8,3
6,107,9,-8,7
6,27,13,10,3
6,335,28,0,3
6,343,12.4455,15.6533,3
6,251,12.1959,-12.6443,5
6,159,10.0306,-16.8367,5
6,259,6,0,7
6,99,1.05869,-1.89229,7
6,3,12,7,3
6,151,10.5817,8.27436,3
6,195,-1,-2,7
6,227,-3,-14,5
6,387,-13.0313,-1.20638,2
6,127,10,4,7
6,123,-3,-14,5
6,139,8.61744,-6.67981,7
6,35,3.30471,-1.09786,7
6,363,2,5,7
6,215,13,11,3
6,47,9.23884,8.7035,3
6,411,-5.97368,11.1153,1
6,347,12,6,3
6,179,10,4,7
6,115,-3,-14,5
6,291,12,8,3
6,7,12,9,3
6,143,10.9668,6.57502,3
6,271,7,3,7
6,187,11,3,7
6,111,14,-13,0
6,59,11.634,9.92284,3
6,431,3.05563,-1.82015,7
6,375,-27,-8,2
6,323,2,20,6
6,395,11,6,3
6,267,13,11,3
6,435,-18.6185,7.12274,4
6,315,28,0,3
6,79,12,8,3
6,255,-6.80032,11.8385,1
6,263,5,-14,5
7,143,10.33,7.85527,3
7,327,-15,9,1
7,231,12,5,3
7,243,12,9,3
7,435,-18.2068,7.62662,4
7,119,-20,1,2
7,371,10.624,8.20556,3
7,159,9.35815,-15.4631,5
7,399,-3,-22,5
7,211,8,-26,5
7,303,14,-13,0
7,247,3.91834,-0.173677,7
7,227,-3,-14,5
7,167,-6.29494,11.4208,1
7,51,12,5,3
7,319,-3,17,6
7,215,13,11,3
7,295,16,3,3
7,171,-5,-2,7
7,87,12,8,3
7,91,3.28255,-1.07213,7
7,163,4.7436,1.75178,7
7,403,3.28255,-1.07213,7
7,35,3.29746,-1.10151,7
7,55,11.5351,9.23782,3
7,375,-27,-8,2
7,147,13,0,7
7,123,-3,-14,5
7,251,12.2105,-12.6621,5
7,183,4,-11,5
7,279,-4,-14,5
7,207,5,-10,7
7,11,10,3,7
7,355,3.58016,-15.1457,5
7,291,12,8,3
7,347,12,6,3
7,271,7,3,7
7,275,-8,-5,2
7,3,12,7,3
7,339,-16,1,2
7,363,2.6595,3.15268,7
7,415,1.83942,-3.25277,7
7,135,12,9,3
7,223,16.1287,-12.5092,5
7,343,12.798,15.5849,3
7,439,11.3355,-13.8777,5
7,203,12,6,3
7,191,-10,-6,2
7,151,10.9422,10.218,3
7,71,9.39877,-9.20093,7
7,83,8.85982,-0.172502,7
7,15,12,9,3
7,39,12.6116,11.174,3
7,315,28,0,3
7,47,9.75296,9.39519,3
7,427,4.04344,2.16133,7
7,127,10,4,7
7,199,0,8,1
7,139,7.27704,-5.19703,7
7,283,16,10,3
7,359,3,24,6
7,379,13,10,3
7,59,11.9104,9.91361,3
7,395,11,6,3
7,391,3.28255,-1.07213,7
7,235,-1,-1,7
7,431,3.28255,-1.07213,7
7,131,-1,5,7
7,115,-3,-14,5
7,43,12,8,3
7,335,28,0,3
7,423,17,-19,5
7,31,10,4,7
7,27,13,10,3
7,331,7,15,3
7,267,13,11,3
7,263,5,-14,5
7,111,14,-13,0
7,67,3.28255,-1.07213,7
7,351,6,-10,7
7,219,3.48594,9.05121,6
7,23,11.9382,11.4177,3
7,75,13.4272,7.45082,3
7,63,8.4582,-1.33545,7
7,407,2.5417,-16.7216,5
7,187,11,3,7
7,103,14,6,3
7,95,13,5,3
7,79,12,8,3
7,299,11,0,7
7,155,11.445,-12.6914,5
7,419,12,8,3
7,367,-20.2846,11.0206,4
7,443,-0.424353,-23.2557,5
7,311,-27,-8,2
7,255,-6.87498,11.7608,1
7,307,12.2394,8.76508,3
7,107,9,-8,7
7,383,8,17,3
7,259,6,0,7
7,323,2,20,6
7,99,3.19693,-1.15885,7
7,179,10,4,7
7,175,14,11,3
7,239,11.4703,10.803,3
7,7,12,9,3
7,19,3.28255,-1.07213,7
7,387,-13.0313,-1.20638,2
7,287,7,-3,7
7,195,0.940863,-1.52667,7
7,411,-6.0927,11.0094,1
8,363,3.52187,2.52561,7
8,39,11.9558,12.1735,3
8,103,14,6,3
8,91,3.81109,-0.231755,7
8,3,12,7,3
8,267,13,11,3
8,51,12,5,3
8,123,-3,-14,5
8,275,-8,-5,2
8,243,12,9,3
8,63,7.79616,0.341968,7
8,391,3.93724,-0.320864,7
8,415,2.99267,-1.64941,7
8,67,3.59975,-0.215265,7
8,147,13,0,7
8,303,14,-13,0
8,111,14,-13,0
8,79,12,8,3
8,171,-5,-2,7
8,95,13,5,3
8,99,3.36477,-1.08197,7
8,291,12,8,3
8,115,-3,-14,5
8,355,3.47343,-15.1021,5
8,127,10.3556,5.96241,3
8,131,-1,5,7
8,255,-6.87367,11.7812,1
8,55,10.8717,10.1259,3
8,299,11,0,7
8,279,-4,-14,5
8,207,5.62194,-8.64582,7
8,151,10.5778,10.487,3
8,319,-3,17,6
8,187,11,3,7
8,31,10,4,7
8,195,2.47801,-1.64176,7
8,371,11.0126,10.1516,3
8,235,-1,-1,7
8,15,12,9,3
8,75,12.2684,9.44233,3
8,239,11.2253,10.9266,3
8,263,5,-14,5
8,427,4.25695,2.06647,7
8,271,7,3,7
8,139,6.8083,-3.66334,7
8,379,13,10,3
8,359,3,24,6
8,351,6,-10,7
8,375,-27,-8,2
8,27,13,10,3
8,315,28,0,3
8,423,17,-19,5
8,247,4.04345,-0.650845,7
8,307,12.0556,10.6862,3
8,395,11,6,3
8,383,8,17,3
8,219,4.16989,9.67201,6
8,215,13,11,3
8,295,15.2772,3.14729,3
8,11,10,3,7
8,159,8.48837,-14.2212,5
8,155,10.9601,-11.8168,5
8,411,-6.90103,11.7833,1
8,71,8.93825,-6.52383,7
8,107,9,-8,7
8,367,-19.9179,11.8178,4
8,399,-3,-22,5
8,47,10.1062,10.4399,3
8,231,12,5,3
8,191,-10,-6,2
8,439,10.5755,-13.5398,5
8,87,12,8,3
8,83,8.14999,0.491812,7
8,283,16,10,3
8,35,3.29658,-1.07192,7
8,167,-6.26184,11.6054,1
8,203,12,6,3
8,335,28,0,3
8,223,16.1287,-12.5092,5
8,183,4,-11,5
8,347,12,6,3
8,19,3.28255,-1.07213,7
8,211,8,-26,5
8,227,-3,-14,5
8,43,12.1225,7.99458,3
8,179,10,4,7
8,435,-17.8089,8.24132,4
8,287,7,-3,7
8,143,11.4413,8.42934,3
8,387,-13.0313,-1.20638,2
8,23,12.1757,11.3631,3
8,119,-18.064,0.679477,2
8,135,12,9,3
8,311,-27,-8,2
8,7,12,9,3
8,251,10.9326,-12.5149,5
8,327,-15,9,1
8,443,-0.424353,-23.2557,5
8,175,14,11,3
8,431,3.28255,-1.07213,7
8,199,0,8,1
8,343,12.8969,15.5733,3
8,331,7,15,3
8,339,-16,1,2
8,419,12,8,3
8,259,6,0,7
8,403,3.28255,-1.07213,7
8,323,2,20,6
8,59,11.498,10.128,3
8,407,2.94152,-17.1253,5
8,163,5.52451,2.41074,7
9,419,12,8,3
9,11,10,3,7
9,251,10.6284,-14.0412,5
9,107,9,-8,7
9,239,11.0414,11.0203,3
9,287,6.82662,-4.23307,7
9,67,4.29131,0.518195,7
9,371,11.4158,12.0813,3
9,119,-16.1654,0.306727,2
9,215,13,11,3
9,291,12,8,3
9,391,4.44401,0.542597,7
9,395,11,6,3
9,79,12,8,3
9,175,14,11,3
9,383,8,17,3
9,331,7,15,3
9,243,12,9,3
9,179,10,4,7
9,415,3.28255,-1.07213,7
9,351,6,-10,7
9,303,14,-13,0
9,327,-15,9,1
9,115,-3,-14,5
9,363,4.0704,2.1741,7
9,359,3,24,6
9,71,8.39171,-4.04615,7
9,375,-27,-8,2
9,39,10.9466,12.1323,3
9,19,3.28255,-1.07213,7
9,7,11.556,11.0124,3
9,403,3.28255,-1.07213,7
9,347,12,6,3
9,23,11.3772,11.4228,3
9,423,17,-19,5
9,123,-3,-14,5
9,323,2,20,6
9,55,11.1663,10.0827,3
9,47,9.2617,9.91836,3
9,335,28,0,3
9,339,-14.4348,0.554237,2
9,43,11.3858,8.65117,3
9,207,5.91506,-8.48182,7
9,283,16,10,3
9,147,13,0,7
9,315,28,0,3
9,59,11.0995,10.3761,3
9,255,-6.88911,11.7688,1
9,111,14,-13,0
9,171,-5,-2,7
9,343,12.8519,15.5867,3
9,187,11,3,7
9,439,10.613,-13.5852,5
9,235,-1,-1,7
9,271,7,3,7
9,275,-8,-5,2
9,387,-13.0313,-1.20638,2
9,99,3.4517,-1.07397,7
9,355,3.84487,-15.455,5
9,143,11.3695,8.44733,3
9,31,8.25068,3.2307,7
9,263,5,-14,5
9,127,10.8624,7.89712,3
9,135,12,9,3
9,427,4.65663,1.70831,7
9,311,-27,-8,2
9,411,-6.90103,11.7833,1
9,103,14,6,3
9,95,13,5,3
9,63,7.68467,1.64483,7
9,227,-3,-14,5
9,407,2.5676,-17.0284,5
9,267,13,11,3
9,211,8,-26,5
9,435,-17.4594,8.83505,4
9,219,3.03684,10.7513,6
9,139,5.71539,-3.81783,7
9,367,-20.0606,11.7261,4
9,35,3.28729,-1.07863,7
9,83,6.91214,-0.605079,7
9,199,0,8,1
9,131,-1,5,7
9,431,3.28255,-1.07213,7
9,299,9.0321,-0.344172,7
9,163,6.42721,2.92337,7
9,191,-10,-6,2
9,183,4,-11,5
9,399,-3,-22,5
9,167,-6.2825,11.7928,1
9,87,12,8,3
9,319,-1.11057,16.8259,6
9,259,6,0,7
9,223,16.1287,-12.5092,5
9,155,10.3969,-10.0353,7
9,279,-4,-14,5
9,151,11.7887,11.2217,3
9,27,13.2667,10.0498,3
9,51,12,5,3
9,231,12,5,3
9,15,12,9,3
9,379,13,10,3
9,195,2.95393,-1.74305,7
9,247,3.28255,-1.07213,7
9,203,12,6,3
9,91,4.49735,-0.122035,7
9,295,14.6918,5.03757,3
9,75,12.5449,11.0258,3
9,443,-0.424353,-23.2557,5
9,3,12,7,3
9,307,11.6052,10.9479,3
9,159,7.8942,-13.0201,5
10,307,12.5727,11.4685,3
10,135,12,9,3
10,275,-8,-5,2
10,223,16.1287,-12.5092,5
10,227,-3,-14,5
10,3,12,7,3
10,259,6,0,7
10,91,3.61553,-0.711466,7
10,63,6.49925,1.35165,7
10,347,12,6,3
10,271,7,3,7
10,439,9.86084,-14.2442,5
10,139,4.28448,-2.47742,7
10,79,12,8,3
10,123,-3,-14,5
10,303,12.2051,-13.6188,5
10,367,-19.7617,12.3979,4
10,31,7.1216,1.69756,7
